Entity ID,Entity Name,Name Type,Entity Type,Principal Office Address,RA Name,Status
08490716,"Elite Management Real Estate Group, Inc.",Legal Name,Stock Corporation,"4306 Evergreen Ln Ste 101, Annandale, VA, 22003 - 3217, USA",MICHAEL L.   O'REILLY ,Inactive,
S6131074,Elite Promise Dog Care LLC,Legal Name,Limited Liability Company,"12705 Garberry Court, Herndon, VA, 20170 - 0000, USA",STEPHEN KEITH   POPE ,Inactive,
11266694,Elite Remodeling LLC,Legal Name,Limited Liability Company,"918 1 St PL, Herndon, VA, 20170, USA",Walter  Alexander Alberto Urquilla ,Active,
S7663182,Elite Sports Tours LLC,Legal Name,Limited Liability Company,"12059 Sugarland Valley Drive, Herndon, VA, 20170 - 0000, USA",SOLAYMAN   MOURTAZA ,Inactive,
S4724896,Elite Transportation Services LLC,Legal Name,Limited Liability Company,"613 Merlins Lane, Herndon, VA, 20170 - 0000, USA",MUHAMMAD   SARFRAZ ,Inactive,
05000294,"Elizabeth A. Sledge, Inc.",Legal Name,Stock Corporation,"101 Heglar Oaks Ct, Herndon, VA, 20170 - 5168, USA",ELIZABETH A   SLEDGE ,Inactive,
S7222831,"Ellena J , LLC",Legal Name,Limited Liability Company,"205 VAN BUREN, SUITE 120, BOX 2-7, HERNDON, VA, 20170 - 0000, USA",JANELLE R   DAWKINS ,Inactive,
11424931,ELLIE TECH LLC,Legal Name,Limited Liability Company,"205 Van Buren St Ste 120, OFFICE 49, Herndon, VA, 20170, USA",Ali  Hashmi ,Inactive,
S4855666,EllieJane LLC,Legal Name,Limited Liability Company,"459 Herndon Parkway, Suite 21, Herndon, VA, 20170 - 0000, USA",AVERETT AMIR   MEHRBAKHSH ,Inactive,
11091593,ElliottCarp LLC,Legal Name,Limited Liability Company,"2158 Astoria Cir Apt 107, Herndon, VA, 20170 - 4066, USA",Vincent  Elliott ,Inactive,
S7216619,Ellipse LLC,Legal Name,Limited Liability Company,"627 Herndon Pkwy, Herndon, VA, 20170 - 5326, USA",JAPJEEV   KOHLI ,Active,
S3715119,ELM Solutions LLC,Legal Name,Limited Liability Company,"1538 STUART RD, HERNDON, VA, 20170 - 0000, USA",ELIZABETH ANN   MACEDA ,Active,
11629835,Elmisurati Realty LLC,Legal Name,Limited Liability Company,"13200 Parcher Ave, Herndon, VA, 20170 - 4358, USA",Waell  Elmisurati ,Active,
07567605,"eLotus Tech, Inc.",Legal Name,Stock Corporation,"11913 CRAYTON CT, HERNDON, VA, 20170 - 0000, USA",YING   DU ,Inactive,
04305959,ELQUE INTERNATIONAL CORPORATION,Legal Name,Stock Corporation,"314 HOLLY CT, HERNDON, VA, 20170 - 0000, USA",LAWRENCE   QUAYNOR ,Inactive,
11366044,ELSIE MANAGEMENT LLC,Legal Name,Limited Liability Company,"1610 S Church St, GEORGETOWN, TX, 78626, USA",Hallie  Mayer ,Active,
08168015,Elsie Marrow Legacy Foundation,Legal Name,Nonstock Corporation,"2147 Maleady Dr, Herndon, VA, 20170 - 4028, USA",ERICA J   CULBREATH ,Active,
S5642774,Elucent Enterprises LLC,Legal Name,Limited Liability Company,"1113 Artic Quill Rd, Herndon, VA, 20170 - 0000, USA",IBRAHIM SAFEER   AHMAD ,Inactive,
11092495,Ely's Maid LLC,Legal Name,Limited Liability Company,"703 Alabama Dr, Herndon, VA, 20170 - 5405, USA",Elizabeth   Vasquez ,Inactive,
11495283,"EM2 Electrical Services, LLC",Legal Name,Limited Liability Company,"1550 Wilson Blvd PMB 408 Ste 700, Arlington, VA, 22209 - 2490, USA",Jimmy  Dixon ,Active,
S3597087,EMAC Apps LLC,Legal Name,Limited Liability Company,"505 MERLINS LN, HERNDON, VA, 20170 - 0000, USA",ERIC   MACDONALD ,Active,
03532876,EMBEDDED TECHNOLOGY CORP.,Legal Name,Stock Corporation,"12532 PHILMONT DR, HERNDON, VA, 20170 - 0000, USA",M KAREN   SHOEMAKER ,Inactive,
11268953,"Embodied Connections Psychotherapy, LLC",Legal Name,Limited Liability Company,"297 Herndon Pkwy Ste 301, Herndon, VA, 20170 - 4469, USA",Lindsey  Reed ,Active,
04203436,"EMERALD DATA, INC.",Legal Name,Stock Corporation,"8311 UXBRIDGE CT, SPRINGFIELD, VA, 22151 - 1720, USA",JEFFREY J   FAIRFIELD ,Inactive,
S6813853,EMERALD MAID SERVICES LLC,Legal Name,Limited Liability Company,"806 Dulles Court, Herndon, VA, 20170 - 0000, USA",ROSA M   CABRERA ,Inactive,
11731759,Emerald Specter LLC,Legal Name,Limited Liability Company,"1883 W Royal Hunte Dr Ste 200A, Cedar City, UT, 84720 - 4000, USA",Michong  Mao ,Active,
S7893235,Emerge Therapy LLC,Legal Name,Limited Liability Company,"12711 Garberry Ct, Herndon, VA, 20170 - 0000, USA",MELANIE   KANTOR ,Active,
S5796653,"Emerging Learning Solutions and Technologies, LLC",Legal Name,Limited Liability Company,"12425 Willow Falls Drive, Herndon, VA, 20170 - 0000, USA",ALANNA   CLARK ,Active,
S7277843,Emerson Metro LLC,Legal Name,Limited Liability Company,"950 Herndon Parkway, Ste 350, Herndon, VA, 20170 - 0000, USA",CURTIS EMERSON   MORTON ,Inactive,
11552906,"Emfoi, Inc.",Legal Name,Stock Corporation,"205 Van Buren St, Herndon, VA, 20170, USA",Sai Chaitanya  Nandigam ,Active,
08397143,"Emily Rose Lewis Ministries, Inc.",Legal Name,Nonstock Corporation,"903 Young Dairy Ct, EMILY ROSE LEWIS MINISTRIES, INC., Herndon, VA, 20170 - 3016, USA",EMILY ROSE   LEWIS ,Active,
11041808,EMILY'S DELICIAS LLC,Legal Name,Limited Liability Company,"936 BRANCH DR, Herndon, VA, 20170, USA",ANA GUADALUPE ORELLANA SNACHEZ ,Active,
08370389,Eminence Services Inc.,Legal Name,Stock Corporation,"4561 Dodds Mill Dr, Haymarket, VA, 20169, USA",RAJBIR SINGH   VIRK ,Active,
11227562,Eminent Serives Inc.,Legal Name,Stock Corporation,"2173 San Moritz Cir Apt 304, Herndon, VA, 20170, USA",Eminence Services Inc.,Inactive,
11012254,EMMANUEL HOUSE CLEANING  LLC,Legal Name,Limited Liability Company,"292 Missouri Ave, Herndon, VA, 20170 - 5421, USA",JOSE A RAMIREZ ,Active,
S7226808,Emmie LLC,Legal Name,Limited Liability Company,"784 3rd st, Herndorn, Herndorn, VA, 20170 - 0000, USA",MARIA.   STOUTJESDIJK ,Inactive,
S5558277,"EMP Consulting, LLC",Legal Name,Limited Liability Company,"636 Oak St, Herndon, VA, 20170 - 5116, USA",EMMA   PINCOFFS ,Active,
S5673415,"Empire Hair Salon, LLC",Legal Name,Limited Liability Company,"623 Center Street, Unit 104, Herndon, VA, 20170 - 0000, USA",NGA   KIM ,Inactive,
11100617,Empire Micas LLC,Legal Name,Limited Liability Company,"546 Florida Ave Apt 303, Herndon, VA, 20170, USA",Miguel  Castillo ,Inactive,
S4136968,"Empire-Building Business Development, LLC",Legal Name,Limited Liability Company,"904 STATION ST, HERNDON, VA, 20170 - 0000, USA",CAROLYN E.   BERRIGAN ,Active,
11287303,EMPOWER AUTO GROUP LLC ,Legal Name,Limited Liability Company,"653 MISSISSIPPI DR , Herndon, VA, 20170, USA",NASEER MAHMOUD GHUMMAN ,Inactive,
S1886318,"EMPOWERED & FIT, LLC",Legal Name,Limited Liability Company,"875 VINE ST, HERNDON, VA, 20170 - 0000, USA",FRED   KRAZEISE ,Inactive,
11213542,Empowerment Now Group LLC ,Legal Name,Limited Liability Company,"11668 Gilman Ln, Herndon, VA, 20170 - 2419, USA",ARWA  SAWAN ,Inactive,
11685543,EMT Trucking LLC ,Legal Name,Limited Liability Company,"653 Alabama Dr, Herndon, VA, 20170, USA",Emmanuel   Dessalegn  ,Active,
11327352,Encapsulating Events LLC,Legal Name,Limited Liability Company,"12915 Alton Sq Apt 213, Herndon, VA, 20170 - 5803, USA",Alexis  Altman ,Inactive,
L0203127,"Encell Battery Technology, LP",Legal Name,Limited Partnership,"505 HUNTMAR PARK DR STE 315, HERNDON, VA, 20170 - 0000, USA",ROBERT   LUBIN ,Inactive,
11672338,Enchanted Thai Massage & Spa LLC,Legal Name,Limited Liability Company,"1066 Trevino LN, Herndon, VA, 20170, USA",Pronpimon  Phiphatcharoenwong ,Active,
11482006,"Encore Strings, LLC",Legal Name,Limited Liability Company,"1509 Kings Valley Ct, Herndon, VA, 20170 - 2749, USA",Shaundra  Culatta ,Active,
S7339809,enCubed LLC,Legal Name,Limited Liability Company,"1400 Sadlers Wells Dr, Herndon, VA, 20170 - 0000, USA",ANTHONY WILLIAM   NELSON ,Inactive,
S3100734,End Game Publishing LLC,Legal Name,Limited Liability Company,"2206 JENSEN PLACE, HERNDON, VA, 20170 - 0000, USA",BRYON   EVANS ,Inactive,
S4646131,End of The Road LLC,Legal Name,Limited Liability Company,"1258 Wilshire Dr., Herndon, VA, 20170 - 0000, USA",JAMES   HAMRICK ,Inactive,
05318415,"EndDependence, Inc.",Legal Name,Stock Corporation,"4802 Candlelight Pl, GLEN ALLEN, VA, 23060 - 3657, USA",DAVID C   BRETT ,Inactive,
11689001,ENDLESS AUTO SERVICE LLC,Legal Name,Limited Liability Company,"1327 APRIL WAY, Herndon, VA, 20170, USA",URIS A GONZALEZ SALGADO ,Active,
S5793908,ENEIDAS CLEANING LLC,Legal Name,Limited Liability Company,"1111 CYPRESS TREES PL, HERNDON, VA, 20170 - 0000, USA",ENEIDA ALEMAN   ALEMAN ,Inactive,
S6814075,ENEIDAS CLEANING SERVICES LLC,Legal Name,Limited Liability Company,"1111 CYPRESS TREE PL, HERNDON, VA, 20170 - 0000, USA",ENEIDA ALEMAN   ALEMAN ,Inactive,
S3644228,"Energy Enterprises, LLC",Legal Name,Limited Liability Company,"459 HERNDON PARKWAY, SUITE 21, HERNDON, VA, 20170 - 0000, USA",KAYVAN   MEHRBAKHSH ,Inactive,
11497446,Energy Matrix LLC,Legal Name,Limited Liability Company,"1316 Springtide Pl, Herndon, VA, 20170, USA",Hugo Fernando  Roldan Grimaldi ,Inactive,
11493429,Energy Power Services LLC,Legal Name,Limited Liability Company,"13344 Feldman Pl, Herndon, VA, 20170, USA",Fatima Claribel  Recinos Arias ,Pending Inactive,
S2951863,energy-balance LLC,Legal Name,Limited Liability Company,"464 HERNDON PKWY STE 215, HERNDON, VA, 20170 - 0000, USA",MADGE   PIRO ,Inactive,
S8411292,enexene llc,Legal Name,Limited Liability Company,"13334 feldman pl, herndon, VA, 20170 - 0000, USA",OMAR A   SEGOVIA ,Inactive,
S6377321,ENG CONSTRUCTION LLC,Legal Name,Limited Liability Company,"1241 SUMMERFIELD DR, HERNDON, VA, 20170 - 0000, USA",NELSON A ENCINAS   GUTIERREZ ,Active,
11731191,"Eng Ventures, LLC",Legal Name,Limited Liability Company,"12592 Rock Ridge Rd, Herndon, VA, 20170, USA",David  Eng ,Active,
S8073712,Engage Federal LLC,Legal Name,Limited Liability Company,"907 LEONA LN, HERNDON, VA, 20170 - 0000, USA",JILIAN L   BREEDEN ,Active,
11427055,Engineer2Esquire LLC,Legal Name,Limited Liability Company,"585 Grove St PMB 1047 Ste 145, Herndon, VA, 20170 - 4791, USA",EVOTECH US L.L.C.,Active,
11795224,Engineer2EsquireRealty LLC,Legal Name,Limited Liability Company,"585 Grove St PMB 1047 Ste 145, Herndon, VA, 20170 - 4791, USA",EVOTECH US L.L.C.,Active,
03830833,"ENGINEERING, MANAGEMENT, & INTEGRATION INCORPORATED",Legal Name,Stock Corporation,"485 SPRING PARK PALCE, STE 500, HERNDON, VA, 20170 - 0000, USA",JAMES A   FITZWILLIAM ,Inactive,
11430919,Enlightened Ones Holding LLC,Legal Name,Limited Liability Company,"8609 Westwood Center Dr PMB 1077 Ste 110, Vienna, VA, 22182 - 7525, USA",Tacuma  Pryor ,Inactive,
08187650,Enots-Wulf Corp.,Legal Name,Stock Corporation,"1285 Monroe St, Herndon, VA, 20170 - 3004, USA",DEBORAH   STONE-WULF ,Active,
11717316,ENRICAR LANDSCAPING LLC,Legal Name,Limited Liability Company,"2159 ASTORIA CIR APT 203, Herndon, VA, 20170, USA",ENRIQUE NORBERTO SORIANO PALMA ,Active,
S4780989,Enrich Tech LLC,Legal Name,Limited Liability Company,"1039 Sterling Rd Ste 204, Herndon, VA, 20170 - 3840, USA",Sayek  Ahmed ,Active,
S6877627,"ENRIQUE MOVERS, LLC",Legal Name,Limited Liability Company,"1243 ELDEN ST., APT. 104, HERNDON, VA, 20170 - 0000, USA",ENRIQUE   ALEMAN ,Inactive,
11280141,ENSATECH LLC,Legal Name,Limited Liability Company,"205 Van Buren St Ste 120, Herndon, VA, 20170 - 5336, USA",IBRAHIM  DUZER ,Active,
07550379,Ensenar Educational Services Inc.,Legal Name,Stock Corporation,"305 W GLENDALE AVENUE, ALEXANDRIA, VA, 22301 - 0000, USA",DARSHAN   KHALSA ,Inactive,
11040353,Entourage Brands LLC,Legal Name,Limited Liability Company,"12027 Cheviot Dr, Herndon, VA, 20170, USA",Kenn  Miller ,Active,
11605623,Entrgy LLC,Legal Name,Limited Liability Company,"2212 Chamblee Pl, Herndon, VA, 20170, USA",Jackelin Michelle Merlos ,Inactive,
S1555947,"EntropyZero Consulting, LLC",Legal Name,Limited Liability Company,"205 Van Buren St Ste 120, Herndon, VA, 20170 - 5336, USA",STEVEN   BUXTON ,Active,
S4559250,Envios Kely LLC,Legal Name,Limited Liability Company,"976 Branch Drive, Herndon, VA, 20170 - 0000, USA",ISRAEL   PORTILLO ,Inactive,
S7618954,"Epass, LLC",Legal Name,Limited Liability Company,"429 Old Dominion Ave, Herndon, VA, 20170 - 0000, USA",SYED   BEPAREY ,Inactive,
11162590,Epitome Research and Innovations Inc.,Legal Name,Stock Corporation,"205 Van Buren St Ste 120, Herndon, VA, 20170 - 5336, USA",Satish Kumar  Chimakurthi ,Active,
S7326525,Epling Farm LLC,Legal Name,Limited Liability Company,"1501 KINGS VALLEY DRIVE CT, HERNDON, VA, 20170 - 0000, USA",CARL R  SHAW JR ,Inactive,
S2015966,"Equiddity, LLC",Legal Name,Limited Liability Company,"12154 WINDSOR HALL WAY, HERNDON, VA, 20170 - 2359, USA",J G   HERMES ,Inactive,
11104534,EQUINOX ACCOUNTING SERVICE LLC,Legal Name,Limited Liability Company,"871 Grace St Apt 301, Herndon, VA, 20170 - 3746, USA",Ibrahim N Ahmed ,Inactive,
11799207,Equipped 4 Life Group,Legal Name,Nonstock Corporation,"1697 Winterwood Ct, Herndon, VA, 20170 - 2990, USA",Tanyi   Ebott ,Active,
S3735141,"EQUITABLE HOMEBUILDERS, LLC",Legal Name,Limited Liability Company,"742 FLORENCE PL, HERNDON, VA, 20170 - 0000, USA",JAMES T   SPIERS ,Inactive,
11351120,Equitable Homes LLC,Legal Name,Limited Liability Company,"1316 Cassia St, Herndon, VA, 20170 - 2522, USA",Everette  Lopez-Lee ,Active,
S0641631,"Equitable Services, LLC",Legal Name,Limited Liability Company,"11219 HUNTING HORN LN, RESTON, VA, 20191 - 0000, USA",JEFFREY J   FAIRFIELD ,Inactive,
11467603,ER Realtor LLC,Legal Name,Limited Liability Company,"1211 SUNRISE CT, Herndon, VA, 20170, USA",ERLA Y REYES ,Active,
06431894,Eric Bland Inc.,Legal Name,Stock Corporation,"1001 YOUNG AVE, HERNDON, VA, 20170, USA",ERIC   BLAND ,Inactive,
11021318,"Ericka Schmitt Psy.D., LLC",Legal Name,Limited Liability Company,"11697 Gilman Ln, Herndon, VA, 20170 - 2421, USA",Ericka N Schmitt ,Active,
06764153,"ERIKA CLEANING SERVICES, INC.",Legal Name,Stock Corporation,"802 Spring Knoll Dr, HERNDON, VA, 20170 - 3917, USA",OLGA   CABRERA ,Active,
S8121859,Erin Jade LLC,Legal Name,Limited Liability Company,"2152 Astoria Circle, 401, Herndon, VA, 20170 - 0000, USA",ERIN   ANDERSON ,Inactive,
S4126555,ERKATERICO LLC,Legal Name,Limited Liability Company,"2112 FERGUSON PLACE, HERNDON, VA, 20170 - 0000, USA",ABIGAIL P   GAGARIN ,Inactive,
11555411,Ernee Shop LLC,Legal Name,Limited Liability Company,"1341 Springtide Pl, Herndon, VA, 20170 - 4209, USA",Ernesto   Carranza ,Active,
S5976024,"Ernesto's Home Improvement, LLC",Legal Name,Limited Liability Company,"1214 Springtide Place, Herndon, VA, 20170 - 0000, USA",RAUL ERNESTO   GONZALEZ ,Inactive,
S1383209,Ernstmann Consulting LLC,Legal Name,Limited Liability Company,"697 OLD HUNT WAY, HERNDON, VA, 20170 - 0000, USA",TALISA   ERNSTMANN ,Active,
S6866745,"EROS HOME SERVICES, LLC",Legal Name,Limited Liability Company,"1534 Hiddenbrook Dr, Herndon, VA, 20170 - 0000, USA",JANIS   BOWLES ,Active,
11289663,ERSS LLC,Legal Name,Limited Liability Company,"1304 CASSIA ST, Herndon, VA, 20170, USA",STEVEN  RYAN ,Inactive,
11455524,ERT Electrical Services LLC,Legal Name,Limited Liability Company,"720 Lions Pride Dr, Herndon, VA, 20170 - 5036, USA",Marcus  Melton ,Inactive,
07391113,Erudite American Software Technologies Inc.,Legal Name,Stock Corporation,,PARTHA SARADHI   KARRI ,Inactive,
S6136867,ErwinTek LLC,Legal Name,Limited Liability Company,"12548 Rock Ridge Road, Herndon, VA, 20170 - 0000, USA",CORNELIUS   GRADY ,Active,
S8426670,ES ESCOBAR CONSTRUCTION LLC,Legal Name,Limited Liability Company,"2212 ASTORIA CIR APT 105, HERNDON, VA, 20170 - 0000, USA",ALEXANDER ESCOBAR   PAZ ,Active,
S6058137,Escape Room 45 LLC,Legal Name,Limited Liability Company,"145 Herndon Mill Circle, Herndon, VA, 20170 - 0000, USA",DOMINIC   DEFLORIO ,Inactive,
S5892452,Escape Rooms LLC,Legal Name,Limited Liability Company,"12619 FANTASIA DR, HERNDON, VA, 20170 - 0000, USA",OMER   ARU ,Active,
S5177474,ESCOBAR Transportation LLC,Legal Name,Limited Liability Company,"755 PALMER DR, HERNDON, VA, 20170 - 0000, USA",JOSE ESCOBAR   CRUZ ,Inactive,
S7513155,ESG Construction Exchange I LLC,Legal Name,Limited Liability Company,"12930 Worldgate Drive, Suite 150, Herndon, VA, 20170 - 0000, USA",EXCHANGE SOLUTIONS GROUP LLC,Inactive,
S7513197,ESG Construction Exchange II LLC,Legal Name,Limited Liability Company,"12930 Worldgate Drive, Suite 150, Herndon, VA, 20170 - 0000, USA",EXCHANGE SOLUTIONS GROUP LLC,Inactive,
S7688791,ESG Construction Exchange III LLC,Legal Name,Limited Liability Company,"12930 Worldgate Drive, Suite 150, Herndon, VA, 20170 - 0000, USA",EXCHANGE SOLUTIONS GROUP LLC,Inactive,
S7878434,ESG Construction Exchange IV LLC,Legal Name,Limited Liability Company,"12930 Worldgate Drive, Suite 150, Herndon, VA, 20170 - 0000, USA",EXCHANGE SOLUTIONS GROUP LLC,Inactive,
11013981,ESG Construction Exchange V LLC,Legal Name,Limited Liability Company,"12930 Worldgate Dr Ste 150, Herndon, VA, 20170 - 6035, USA",EXCHANGE SOLUTIONS GROUP LLC,Inactive,
11191433,ESG Quadrel LLC,Legal Name,Limited Liability Company,"10130 Colvin Run Rd Ste E, Great Falls, VA, 22066 - 1839, USA",EXCHANGE SOLUTIONS GROUP LLC,Inactive,
11191434,ESG Remount LLC,Legal Name,Limited Liability Company,"10130 Colvin Run Rd Ste E, Great Falls, VA, 22066 - 1839, USA",EXCHANGE SOLUTIONS GROUP LLC,Inactive,
11214370,ESG South Beach Lagoon LLC,Legal Name,Limited Liability Company,"10130 Colvin Run Rd Ste E, Great Falls, VA, 22066 - 1839, USA",EXCHANGE SOLUTIONS GROUP LLC,Inactive,
S4974400,Esmarina LLC,Legal Name,Limited Liability Company,"1226 Admiral Zumwalt Lane, Herndon, VA, 20170 - 0000, USA",AJIT   VANNIAMPARAMPIL ,Inactive,
S7036223,ESPALLARDO CLEANING SERVICES LLC,Legal Name,Limited Liability Company,"13336 preuit pl, herndon, VA, 20170 - 0000, USA",WILCAR   ESPALLARDO ,Inactive,
S5088242,Espinoza Contractor LLC,Legal Name,Limited Liability Company,"801 Dulles Ct, Herndon, VA, 20170 - 3817, USA",DIEGO A   ESPINOZA ,Active,
11439472,ESQUIVEL CONSTRUCTION LLC,Legal Name,Limited Liability Company,"2215 CHRISTY PL, Herndon, VA, 20170, USA",CESAR AUGUSTO RAMIREZ ESQUIVEL ,Active,
07137086,Esquivel Trucking Inc.,Legal Name,Stock Corporation,"1062 ALABAMA DRIVE, APT 205, HERNDON, VA, 20170 - 0000, USA",CESAR A ESQUIVEL   CATAN ,Inactive,
S2713263,Essampong and Hedges Group LLC,Legal Name,Limited Liability Company,"12004 SUGARLAND VALLEY DR, HERNDON, VA, 20170 - 0000, USA",DEREK   ESSAMPONG ,Inactive,
08274151,ESSENCE CLEANING SERVICES INC.,Legal Name,Stock Corporation,"938 BRANCH DR, HERNDON, VA, 20170 - 0000, USA",ALEXIS ROBERTO MELECIO   ARRIOLA ,Inactive,
07399660,"Essential Business Solutions, Inc.",Legal Name,Stock Corporation,,KASHIF   BALOCH ,Inactive,
11813680,ESSENTIAL STAFF LLC,Legal Name,Limited Liability Company,"1062 ALABAMA DR APT 105, Herndon, VA, 20170, USA",YONY JAQUELINE CERRITOS ,Active,
S7669890,essential wellness expert llc,Legal Name,Limited Liability Company,"297 Herndon Pkwy, Suite #105, Herndon, VA, 20170 - 0000, USA",WENDY D   GOEHLER ,Inactive,
S3986934,Essential Wellness LLC,Legal Name,Limited Liability Company,"107 Anthem Ave, Herndon, VA, 20170 - 0000, USA",WENDY D.   GOEHLER ,Inactive,
S4951127,"ESSENTIALSCAPES, LLC",Legal Name,Limited Liability Company,"1007 SABER LANE, HERNDON, VA, 20170 - 0000, USA",KRYSTALLE   PORTILLO ,Inactive,
11356692,EstherlivinG LLC,Legal Name,Limited Liability Company,"1192 Monroe St, Herndon, VA, 20170 - 3001, USA",Sirinda  Liwlompaisan ,Active,
S7235379,Esthetics Juli LLC,Legal Name,Limited Liability Company,"1037 stearling road suit 203, herndon, VA, 20170 - 0000, USA",JULI   OLI ,Active,
11741372,ESTUDIANTES FC,Legal Name,Nonstock Corporation,"316 OLD DOMINION AVE, Herndon, VA, 20170, USA",PABLO ANDRE UGARTE ,Active,
07704455,eTech Inc.,Legal Name,Stock Corporation,"2230 ASTORIA CIR APT 208, HERNDON, VA, 20170 - 0000, USA",MUHAMMAD AHSAN   RAJA ,Inactive,
S0979163,Ethan Taylor Consulting L.L.C.,Legal Name,Limited Liability Company,"1463 KINGSTREAM DR, HERNDON, VA, 20170 - 0000, USA",ANN   PLAPP ,Active,
11676681,"Ethiostars, llc",Legal Name,Limited Liability Company,"2111 Capstone Cir, Herndon, VA, 20170, USA",fekadu fanta buba ,Active,
11417441,"Ethos Interior Design, LLC",Legal Name,Limited Liability Company,"557 Van Buren St, Herndon, VA, 20170, USA",Stacey Lynne Bran ,Active,
S7232418,Euro Expert Painting L.L.C.,Legal Name,Limited Liability Company,"525 Florida Ave, Herndon, VA, 20170 - 4920, USA",DANNY ROBERTO HERNANDEZ ,Inactive,
S6540027,Euro sweets by Nena LLC,Legal Name,Limited Liability Company,"12710 Nureyev ln, Herndon, VA, 20170 - 0000, USA",SNEZANA   DJOKIC ,Inactive,
05124490,EURO TECK INC.,Legal Name,Stock Corporation,"1557 BROWNSVILLE DR, HERNDON, VA, 20170 - 0000, USA",JAVAID   SALIM ,Inactive,
08139149,"EUROMATIC EQUIPMENT CO., INC.",Legal Name,Stock Corporation,"445 NORTHERN BLVD STE1, GREAT NECK, NY, 11021 - 0000, USA",JIE   HAO ,Inactive,
S3704188,EURPLAN LLC,Legal Name,Limited Liability Company,"12206 WINDSOR HALL WAY, HERNDON, VA, 20170 - 0000, USA",DAVID   DINKINS ,Inactive,
06592935,"EV TRUCKING, INC.",Legal Name,Stock Corporation,"23320 MADISON HEIGHTS TER, ASHBURN, VA, 20148 - 0000, USA",MARIA   VINA ,Active,
F1254954,"Evans Delivery Company, Inc.",Legal Name,Stock Corporation,"PO BOX 268, POTTSVILLE, PA, 17901, USA",ROBERT   WALKER ,Active,
S5368347,EvaScan Security LLC,Legal Name,Limited Liability Company,"541 WHARTON CIRCLE, SUITE 204, WINCHESTER, VA, 22601 - 0000, USA",AKINWALE   OLADAPO ,Inactive,
S8541486,Even Keel Wrestling Services LLC,Legal Name,Limited Liability Company,"2155 Veenendaal Ct, Herndon, VA, 20170 - 0000, USA",MATTHEW   KEEL ,Inactive,
S3368745,Event Secrets LLC,Legal Name,Limited Liability Company,"474 MADISON ST, HERNDON, VA, 20170 - 0000, USA",KRISTIN R   LARSON ,Inactive,
S7315247,Everest Eyebrow and Threading LLC,Legal Name,Limited Liability Company,"301 Reneau Way, Herndon, VA, 20170 - 0000, USA",SITA   KAFLE ,Inactive,
11388593,"Evergreen Meeting Management, LLC",Legal Name,Limited Liability Company,"1625 Nathan Ln, Herndon, VA, 20170, USA",Margaret Altizer Pearson ,Active,
S2455220,"Evergreen Property Associates, LLC",Legal Name,Limited Liability Company,"464 HERNDON PARKWAY, STE. 115, HERNDON, VA, 20170 - 0000, USA",MARK C   LARSEN ,Active,
T0750986,Evermay LLC,Legal Name,Limited Liability Company,"1997 ANNAPOLIS EXCHANGE PKWY STE 300, ANNAPOLIS, MD, 21401 - 0000, USA",JACK   WUERKER ,Inactive,
11613172,EverPrime Corporation,Legal Name,Stock Corporation,"1210 Bond st, Herndon, VA, 20170, USA",Jehan  Aurangzeb ,Inactive,
11807693,EVERSAFE BOOKKEEPING LLC,Legal Name,Limited Liability Company,"510 Fillmore St, Herndon, VA, 20170 - 3315, USA",Moises Salomon Altamirano ,Active,
05320254,"EverServ, Inc.",Legal Name,Stock Corporation,"12009 BENNETT FARMS CT, OAK HILL, VA, 20171 - 0000, USA",MARK C   LARSEN ,Inactive,
S4362705,Evertronix LLC,Legal Name,Limited Liability Company,"504 ASPEN DR, HERNDON, VA, 20170 - 5308, USA",YAN   CHEN ,Active,
S7898283,"Everyday Mentorship, LLC",Legal Name,Limited Liability Company,"1027 KNIGHT LN, HERNDON, VA, 20170 - 0000, USA",ANWAR   TAYLOR ,Inactive,
11121504,"Evil Sewing, LLC",Legal Name,Limited Liability Company,"1352 Grant St, Herndon, VA, 20170, USA",Ashley  Yea ,Inactive,
11752926,EVO CLEANERS L.L.C.,Legal Name,Limited Liability Company,"585 Grove St. Ste 145, Herndon, VA, 20170, USA",EVOTECH US L.L.C.,Active,
S6131629,Evolute Productions LLC,Legal Name,Limited Liability Company,"2166 Capstone Cir, Herndon, VA, 20170 - 0000, USA",Jericca  Mullins ,Active,
11028850,EVOTECH US L.L.C.,Legal Name,Limited Liability Company,"585 Grove St Ste 145, Herndon, VA, 20170 - 4791, USA",Khaled  AlKofahi ,Active,
S5511599,"Exact-Estimates, LLC",Legal Name,Limited Liability Company,"427 Carlisle Drive, Herndon, VA, 20170 - 0000, USA",CARLOS E   ANGARITA ,Inactive,
S5835410,EXAU LANDSCAPING LLC,Legal Name,Limited Liability Company,"1149 Dublin Pl, Herndon, VA, 20170 - 0000, USA",EXAU   DOMINGUEZ ,Active,
S0978181,"EXCEL TECHNOLOGIES, LLC",Legal Name,Limited Liability Company,"607 HERNDON PARKWAY, SUITE 200, HERNDON, VA, 20170 - 0000, USA",REN   JAMIESON ,Active,
07985708,Excel Tutoring Inc.,Legal Name,Stock Corporation,"12400 Willow Falls Dr, Herndon, VA, 20170 - 2086, USA",NAHID   FATEMA ,Inactive,
11805287,Excellentia LLC ,Legal Name,Limited Liability Company,"560 Herndon Pkwy Ste 212, Herndon, VA, 20170 - 5246, USA",Abdelrahim Mutwakel Ali ,Active,
