Entity ID,Entity Name,Name Type,Entity Type,Principal Office Address,RA Name,Status
S8494751,Angel's of Will and Grace Home Care LLC,Legal Name,Limited Liability Company,"5664 Centerville Rd., Williamsburg, VA, 23188 - 0000, USA","United States Corporation Agents, Inc.",Inactive,
11247979,Angel-Mae-Eye LLC,Legal Name,Limited Liability Company,"15 Buford Rd, Williamsburg, VA, 23188, USA","United States Corporation Agents, Inc.",Inactive,
11771954,"Angela Bartee Consulting, LLC",Legal Name,Limited Liability Company,"4415 Wind River Run, Williamsburg, VA, 23188, USA",Angela  Bartee ,Active,
S6306007,"Angela Young Lyttle and Associates, LLC",Legal Name,Limited Liability Company,"4097C Ironbound Rd., Williamsburg, VA, 23188 - 0000, USA",ANGELA YOUNG   LYTTLE ,Inactive,
05041629,"ANGELS OF MERCY, INC.",Legal Name,Nonstock Corporation,"7151 Richmond Rd Ste 303, Williamsburg, VA, 23188 - 7234, USA",JEANNE M   BLACK ,Active,
11451968,Anglican Office for Government and International Affairs,Legal Name,Nonstock Corporation,"4515 Timber Ln, Williamsburg, VA, 23188, USA",Justin  Murff ,Active,
11201844,Anglicans in Action,Legal Name,Nonstock Corporation,"4515 Timber Ln, Williamsburg, VA, 23188, USA",Justin  Murff ,Active,
S5045341,Angry Robot LLC,Legal Name,Limited Liability Company,"1122 Norwyk Lane, Williamsburg, VA, 23188 - 0000, USA",PATRICK   OLIVER ,Inactive,
S6721536,Angstrom LLC,Legal Name,Limited Liability Company,"108 WATSON DR, WILLIAMSBURG, VA, 23188 - 0000, USA",SILVINA PAGOLA   AUBIN ,Active,
06571160,"Animal Lovers Pet & House Sitting, Inc.",Legal Name,Stock Corporation,"134 FERNCLIFF DRIVE, WILLIAMSBURG, VA, 23188 - 0000, USA",KAREN B   WILLIAMSON ,Inactive,
S3167808,ANISHAA REALTY LLC,Legal Name,Limited Liability Company,"5345 Discovery Park Blvd, Williamsburg, VA, 23188 - 0000, USA",NAGA   CHIGURUPATI ,Active,
11440153,"Anjrussett, Inc.",Legal Name,Stock Corporation,"108 Lauren Ct, Williamsburg, VA, 23188, USA",Vernon M. Geddy III,Active,
S6532537,Anna Lind Photography LLC,Legal Name,Limited Liability Company,"3720 Lake Powhatan, Williamsburg, VA, 23188 - 0000, USA",ANNA V.   LIND ,Active,
11158909,Anna Marie Photography LLC,Legal Name,Limited Liability Company,"3878 Staffordshire Ln, Williamsburg, VA, 23188, USA",Anna  Owens ,Inactive,
11107342,Anointed Touch LLC,Legal Name,Limited Liability Company,"3912 Grovewood Way Apt E, Williamsburg, VA, 23188 - 7561, USA",Samone'  Cross ,Inactive,
01573302,"ANTARES ENTERPRISES, LTD.",Legal Name,Stock Corporation,"6424 YARMOUTH RUN, WILLIAMSBURG, VA, 23188 - 0000, USA",JOSEPH P.   HIRL ,Pending Inactive,
S5705621,"ANTIQUE STUDIO, LLC",Legal Name,Limited Liability Company,"4391 IRONBOUND ROAD, UNIT 1, WILLIAMSBURG, VA, 23188 - 0000, USA",ADAM J   WOLINSKI ,Active,
S8264725,Antonina Pritchard Consulting LLC,Legal Name,Limited Liability Company,"1422 Norwyk Ln, Williamsburg, VA, 23188 - 0000, USA",ANTONINA   PRITCHARD ,Active,
S3147867,"ANVIL CAMPGROUND, L.L.C.",Legal Name,Limited Liability Company,"5243 MOORETOWN RD, WILLIAMSBURG, VA, 23188 - 0000, USA",CHRISTOPHER L   JUMP ,Active,
11152046,Anything Seasoning LLC,Legal Name,Limited Liability Company,"3817 Cluster Way, Williamsburg, VA, 23188, USA",Christopher  Mangrum ,Active,
11136169,AOA Bail Bonds LLC,Legal Name,Limited Liability Company,"412 Chesdale Ct, Williamsburg, VA, 23188, USA",Chelsea Marie Gibrill ,Inactive,
S4644326,"AOA Holdings, LLC",Legal Name,Limited Liability Company,"5372 DISCOVERY PARK BLVD., STE #200, WILLIAMSBURG, VA, 23188 - 0000, USA",Kenneth Eugene Terry ,Active,
S2581900,AP Management Service LLC,Legal Name,Limited Liability Company,"145 ALLYSON DR, WILLIAMSBURG, VA, 23188 - 0000, USA",ANTHONY T  PICA III ,Inactive,
11541441,"AP Personal Management, LLC",Legal Name,Limited Liability Company,"4189 John Richardson Ln, Williamsburg, VA, 23188 - 8049, USA",Israel  Padilla ,Active,
11578558,Apex Command Solutions LLC,Legal Name,Limited Liability Company,"108 Ballycastle, Williamsburg, VA, 23188, USA",Andrew  Minoski ,Inactive,
S5067303,Apollo Rising LLC,Legal Name,Limited Liability Company,"308 Barlow Road, Williamsburg, VA, 23188 - 0000, USA",LILLIAN CHEN   ARTRIP ,Inactive,
11165920,Apostrophe Creative Co LLC,Legal Name,Limited Liability Company,"111 Great Gln, Williamsburg, VA, 23188 - 9170, USA",Melissa  O'Brien ,Active,
11690841,App Holdings LLC,Legal Name,Limited Liability Company,"132 Red Berkshire, Williamsburg, VA, 23188, USA",Alex P. App ,Active,
S5142171,"Apparent Gravity Media, LLC",Legal Name,Limited Liability Company,"105 RYE, WILLIAMSBURG, VA, 23188 - 0000, USA",GEORGE J   KRIEGER ,Inactive,
S4013233,"APPLIED LEARNING ASSOCIATES, LLC",Legal Name,Limited Liability Company,"144 HIGHLAND, WILLIAMSBURG, VA, 23188 - 7467, USA",DAVID W   LEES ,Inactive,
S2143263,"APPLIED PERFORMANCE CONCEPTS, LLC",Legal Name,Limited Liability Company,"112 INVERNESS, WILLIAMSBURG, VA, 23188 - 0000, USA",TRACY MCMURTRIE   LUCK ,Inactive,
07473135,"Appraisal Specialty Group, Inc.",Legal Name,Stock Corporation,"6073 JOHN JACKSON DRIVE, WILLIAMSBURG, VA, 23188 - 0000, USA","MY BOOKKEEPER, INC.",Pending Inactive,
11297416,"Apricus Advocacy, LLC",Legal Name,Limited Liability Company,"8439 Ashington Way, Williamsburg, VA, 23188, USA",Stacey Lyn Bierbrauer Boynton ,Inactive,
11526345,"AQUA POWER WASHING, LLC",Legal Name,Limited Liability Company,"4010 Midlands Rd, Williamsburg, VA, 23188, USA","CORPORATE SERVICE CENTER, INC.",Inactive,
02277945,"AQUILA MOTIVATION, INC.",Legal Name,Stock Corporation,"4341 Garden Vw, Williamsburg, VA, 23188 - 7263, USA",LOUISE H   COLE ,Active,
S6200275,"Arbo Enterprises, LLC",Legal Name,Limited Liability Company,"306 Marks Pond Way, Williamsburg, VA, 23188 - 0000, USA",ANNETTE M.   ARBOGAST ,Inactive,
11062896,Arbo Woodworks LLC,Legal Name,Limited Liability Company,"4323 Elizabeth Davis Blvd, Williamsburg, VA, 23188, USA",Jack  Arbogast Jr.,Active,
S4654473,"Arbol Recycling, L.L.C.",Legal Name,Limited Liability Company,"2304 Jolly Pond Road, Williamsburg, VA, 23188 - 0000, USA","United States Corporation Agents, Inc.",Inactive,
S4248078,"ARBOL TREE SERVICE, L.L.C.",Legal Name,Limited Liability Company,"2304 JOLLY POND RD, WILLIAMSBURG, VA, 23188 - 0000, USA",EMILY MAE   THIBEAULT ,Inactive,
11348293,Arbor Care of Williamsburg LLC,Legal Name,Limited Liability Company,"137 Teal Way, Williamsburg, VA, 23188, USA","United States Corporation Agents, Inc.",Inactive,
S7696174,Arcade Williams LLC,Legal Name,Limited Liability Company,"3456 Hunter's Ridge, Williamsburg, VA, 23188 - 0000, USA",GREGORY R.   DAVIS ,Active,
11482001,archangel wellness L.l.c.,Legal Name,Limited Liability Company,"112 WILLIAMSON DR, WILLIAMSBURG, VA, 23188, USA",LESIA  BETTS ,Active,
04421624,"Archelaus R. Turrentine International Consulting Services, Inc.",Legal Name,Stock Corporation,"4109 Tufton, Williamsburg, VA, 23188 - 2799, USA",BLAIR LOUISE   MURRAY ,Inactive,
11361268,"Archer Carpentry, LLC",Legal Name,Limited Liability Company,"8224 Old Mill Ln, Williamsburg, VA, 23188 - 1135, USA",Patrick  Gillis ,Inactive,
S8032551,"Archigos, LLC",Legal Name,Limited Liability Company,"324 DOGLEG DR, WILLIAMSBURG, VA, 23188 - 0000, USA",JEFFREY K   MITCHELL ,Active,
S3260769,"Archipelago, LLC",Legal Name,Limited Liability Company,"4801 COURTHOUSE ST STE 300, WILLIAMSBURG, VA, 23188 - 0000, USA",   ,Inactive,
S3446129,Ardent Development LLC,Legal Name,Limited Liability Company,"602 GLYNN SPRINGS DR, WILLIAMSBURG, VA, 23188 - 0000, USA","United States Corporation Agents, Inc.",Inactive,
S4255024,"Arenius Design Associates, LLC",Legal Name,Limited Liability Company,"143 Ruth Ln, WILLIAMSBURG, VA, 23188 - 0000, USA",DANA MARK   ARENIUS ,Active,
S2962142,"Argument Hound, LLC",Legal Name,Limited Liability Company,"4216 TEAKWOOD DR, WILLIAMSBURG, VA, 23188 - 0000, USA",DUSTIN H   DEVORE ,Inactive,
S3906742,ARGY LLC,Legal Name,Limited Liability Company,"800 E ROCHAMBEAU DR STE F #248, WILLIAMSBURG, VA, 23188 - 0000, USA","United States Corporation Agents, Inc.",Inactive,
S6565347,Argyn LLC,Legal Name,Limited Liability Company,"800 East Rochambeau Dr., Suite F#256, Williamsburg, VA, 23188 - 0000, USA",DANA   IBRAYEVA ,Active,
06642912,ARISE AMERICA,Legal Name,Nonstock Corporation,"5306 OLDE TOWNE ROAD, WILLIAMSBURG, VA, 23188 - 0000, USA",WADE   TRUMP ,Active,
11625493,Arkeseb LLC,Legal Name,Limited Liability Company,"116 Deer Spring Rd, Williamsburg, VA, 23188 - 2519, USA",Yom  Alemante ,Active,
11443189,"ARM Commercial Diesel and Trailer Repair, LLC",Legal Name,Limited Liability Company,"209 Holland Dr, Williamsburg, VA, 23188, USA",Janel L Rogers ,Active,
06080451,"Armadillo Industries, Inc.",Legal Name,Stock Corporation,"4001 ELIZABETH KILLEBREW, WILLIAMSBURG, VA, 23188 - 0000, USA",PATRICK R   PETTITT ,Inactive,
11669553,ARMANDO'S SOLUTIONS LLC,Legal Name,Limited Liability Company,"11 Dena Dr, Williamsburg, VA, 23188 - 1306, USA",EDVIN ARMANDO AMEZQUITA CARRERA ,Pending Inactive,
S4396091,"Armed Intruder Stopper, LLC",Legal Name,Limited Liability Company,"5508 S. Mallard Run, Williamsburg, VA, 23188 - 0000, USA",JESSE I   LANEHART ,Active,
08276784,ARMEN INC.,Legal Name,Stock Corporation,"4 CEDAR CIRCLE, WILLIAMSBURG, VA, 23188 - 0000, USA",ARMEN   SHARABIAN ,Inactive,
S1477720,"ARMFIELD PROPERTIES, LLC",Legal Name,Limited Liability Company,"111 LINDRICK, WILLIAMSBURG, VA, 23188 - 0000, USA",   ,Inactive,
S4081586,"Armogaste, LLC",Legal Name,Limited Liability Company,"102 Tudor Drive, Williamsburg, VA, 23188 - 0000, USA",MARGOT SUSAN   CREVIEAUX-GEVERTZ ,Inactive,
11498719,"Armored Woodworks, LLC",Legal Name,Limited Liability Company,"3419 Westport, Williamsburg, VA, 23188, USA",   ,Pending Inactive,
S5324753,Aromas Prince George LLC,Legal Name,Limited Liability Company,"501 Prince George St., Ste 201, Suite 201, Williamsburg, VA, 23188 - 0000, USA",KENNETH R   YOFFY ,Inactive,
S7748934,"Aromas Williamsburg, LLC",Legal Name,Limited Liability Company,"4108 Longview Landing, Williamsburg, VA, 23188 - 0000, USA",STEPHEN   SIELING ,Inactive,
S1446345,"ARRIBA, 21!, L.L.C.",Legal Name,Limited Liability Company,"157 JOHN ROLFE LN, WILLIAMSBURG, VA, 23188 - 0000, USA",VICTORIA   RACIMO ,Inactive,
S2667147,"ARROW INVESTMENTS, LLC",Legal Name,Limited Liability Company,"4505 HARDING RD, WILLIAMSBURG, VA, 23188 - 0000, USA",COREY   ROMINGER ,Inactive,
01611268,ARROWHEAD REALTY CORPORATION OF WILLIAMSBURG,Legal Name,Stock Corporation,"130 MAXTON LANE, WILLIAMSBURG, VA, 23188 - 0000, USA",   ,Inactive,
S2812172,"ART FOR YOUR FACE, LLC",Legal Name,Limited Liability Company,"5541 Richmond Rd Ste B, Williamsburg, VA, 23188 - 2038, USA",LAWRENCE C  ARMSTONG JR ,Active,
S2334953,"Arte Musicale String Ensemble, LLC",Legal Name,Limited Liability Company,"3648 BRIDGEWATER DR, WILLIAMSBURG, VA, 23188 - 0000, USA",JENA R   CHENKIN ,Active,
11192212,"Artemis Rising Studios, LLC",Legal Name,Limited Liability Company,"1103 Prosperity Ct, Williamsburg, VA, 23188, USA",Mandy  Bealer ,Active,
11321999,Artemis Wildlife LLC,Legal Name,Limited Liability Company,"5604 Scotts Pond Dr, Williamsburg, VA, 23188 - 8116, USA",   ,Inactive,
11670939,Artemis Wildlife LLC,Legal Name,Limited Liability Company,"5604 Scotts Pond Dr, Williamsburg, VA, 23188, USA","United States Corporation Agents, Inc.",Active,
11779908,Artful Analytics Insights LLC,Legal Name,Limited Liability Company,"1026 Norwyk Ln, Williamsburg, VA, 23188, USA",Allison  Jones ,Active,
S3605732,ARTISTIC FENCING AND ARBORS LLC,Legal Name,Limited Liability Company,"111 STONE BRIDGE, WILLIAMSBURG, VA, 23188 - 0000, USA",TIMOTHY SERGEI   TARNOFF ,Inactive,
11030515,Artsy Blade LLC,Legal Name,Limited Liability Company,"3206 Ironbound Rd Ste A, Williamsburg, VA, 23188 - 2452, USA",Melissa Danielle Myers ,Pending Inactive,
11651758,ARV LLC,Legal Name,Limited Liability Company,"3917 Shenandoah Ct, Williamsburg, VA, 23188 - 7371, USA",Bray Knicely Law PLLC,Active,
S7524939,"Asbru Consulting, LLC",Legal Name,Limited Liability Company,"3993 Cedarwood Lane, Williamsburg, VA, 23188 - 0000, USA",RICHARD   SPENCER ,Active,
S8487672,Ascern LLC,Legal Name,Limited Liability Company,"3897 Strawberry Plains Rd, Williamsburg, VA, 23188 - 0000, USA",JOHN WILLIAM   LATHROP ,Active,
S3063163,Aseptic Technologies LLC,Legal Name,Limited Liability Company,"3989 DRIFTWOOD WY, WILLIAMSBURG, VA, 23188 - 0000, USA",TIMOTHY J.   LADISON ,Inactive,
11009108,"ASG Consulting & Marketing Solutions, LLC",Legal Name,Limited Liability Company,"6120 John Jackson Dr, Williamsburg, VA, 23188 - 7606, USA",Antonio Scott Gilbert ,Inactive,
S5636784,ASHBY'S MAINTENANCE AND REPAIR SERVICES LLC,Legal Name,Limited Liability Company,"5692 Centerville Road, Williamsburg, VA, 23188 - 0000, USA","INCORP SERVICES, INC.",Active,
11741012,Ashley's Heart for Recovery,Legal Name,Nonstock Corporation,"4536 The Foxes, Williamsburg, VA, 23188, USA",Registered Agents Inc.,Active,
S4016657,Ashley's House LLC,Legal Name,Limited Liability Company,"231 Reflection Drive, Williamsburg, VA, 23188 - 0000, USA","T & K VENTURES, LLC",Active,
11496024,ASHTAN BEES LLC,Legal Name,Limited Liability Company,"300 RICHARDSON RUN APT G, Williamsburg, VA, 23188, USA",Fransika  Senge ,Inactive,
06622823,"ASIA DIRECT, INC.",Legal Name,Stock Corporation,"4200 HARRINGTON COMMONS, WILLIAMSBURG, VA, 23188 - 0000, USA",ANDREW M   FRANCK ,Inactive,
11447083,ASK Property Management LLC,Legal Name,Limited Liability Company,"5512 Burlington Ln, Williamsburg, VA, 23188, USA",Corporate Creations Network Inc.,Active,
S8230320,Aspire Physical Therapy LLC,Legal Name,Limited Liability Company,"5215 Center St, #205, williamsburg, VA, 23188 - 0000, USA",ANN DEGRUY   SCANLON ,Inactive,
11489928,ASSERTION INVESTORS L.L.C.,Legal Name,Limited Liability Company,"6086 JOHN JACKSON DR, Williamsburg, VA, 23188, USA",REPUBLIC REGISTERED AGENT LLC,Inactive,
11621371,Asset Management Solutions LLC,Legal Name,Limited Liability Company,"4604 Massena Dr, Williamsburg, VA, 23188, USA",Kevin Isaac Stinson ,Active,
07044563,Association of Certified Fraud Examiners - Central Virginia Chapter,Legal Name,Nonstock Corporation,"6 Parke Ct, Williamsburg, VA, 23188 - 6313, USA",Laurie J Hicks ,Active,
S4774495,"Assured Success Group, LLC",Legal Name,Limited Liability Company,"4655 Monticello Ave Ste 106, Williamsburg, VA, 23188 - 8219, USA",MELANIE   DIANTONIO ,Active,
S2406280,"ASTRID DINING, LLC",Legal Name,Limited Liability Company,"5540 OLDE TOWNE RD, WILLIAMSBURG, VA, 23188 - 0000, USA",BAKI   ONCU ,Inactive,
S7887765,"AT EASE, LLC",Legal Name,Limited Liability Company,"3900 Philip Ludwell, Williamsburg, VA, 23188 - 0000, USA",Regina  Popelars ,Active,
S8566657,At Your Service with Karla LLC,Legal Name,Limited Liability Company,"4964 Burnley Drive, Williamsburg, VA, 23188 - 0000, USA",KARLA N   SHERMAN ,Active,
S2831560,"ATC MANAGER, LLC",Legal Name,Limited Liability Company,"4290 NEW TOWN AVE, WILLIAMSBURG, VA, 23188 - 0000, USA",E. D.   DAVID ,Active,
11505419,Athena Investments LLC,Legal Name,Limited Liability Company,"4390 King James, Williamsburg, VA, 23188, USA",Leonard  Pronesti ,Active,
S4196897,"Athlete Alliance Sport Performance, LLC",Legal Name,Limited Liability Company,"3832 War Hill Green, Williamsburg, VA, 23188 - 0000, USA",DONALD D   MCAULAY ,Inactive,
07825995,ATHLETE BIZ,Legal Name,Nonstock Corporation,"130 JOHN POTT DRIVE, WILLIAMSBURG, VA, 23188 - 0000, USA",JOHN   WICKENS ,Inactive,
04250387,"ATIR NATURAL NAIL CARE CLINIC, INC.",Legal Name,Stock Corporation,"4197 NEWTOWN AVE, WILLIAMSBURG, VA, 23188 - 0000, USA",RITA   GREGORY ,Pending Inactive,
11035274,"ATISTUAME, LLC",Legal Name,Limited Liability Company,"138 Old Field Rd, Williamsburg, VA, 23188 - 2563, USA",John Ryan Kell ,Active,
J0033879,Atkins & LeDuc Partners,Legal Name,General Partnership,"822 TAHOE TRAIL, WILLIAMSBURG, VA, 23188 - 0000, USA",   ,Inactive,
S4487452,"Atkins Enterprises, L.L.C.",Legal Name,Limited Liability Company,"5520 FOUNDATION ST, WILLIAMSBURG, VA, 23188 - 0000, USA",NANNETTE DENISE   ATKINS ,Active,
11642097,Atlantic Coast Fastpitch League LLC,Legal Name,Limited Liability Company,"3401 Hunters Rdg, Williamsburg, VA, 23188, USA",Thomas  Bunn ,Active,
S5361854,Atlantic Coast Partnership LLC,Legal Name,Limited Liability Company,"168 Western Gailes, Williamsburg, VA, 23188 - 0000, USA",HANS F.   SCHWARTZ ,Active,
11498720,Atlantic Demolition LLC,Legal Name,Limited Liability Company,"525 E Rochambeau Dr, Williamsburg, VA, 23188 - 2148, USA",Jamestown Property Management LLC ,Inactive,
11787385,Atlantic Eagle Enterprises LLC,Legal Name,Limited Liability Company,"269 Bald Eagle Way, Williamsburg, VA, 23188, USA",Afton  Pierce ,Active,
11746797,"Atlantic Fire Investigation, Inc.",Legal Name,Stock Corporation,"4344 Keaton Ln, Williamsburg, VA, 23188 - 7285, USA",Registered Agents Inc.,Active,
11470474,Atlantic Security Alliance LLC,Legal Name,Limited Liability Company,"525 E Rochambeau Dr, Williamsburg, VA, 23188, USA",Helios Networks LLC,Inactive,
11228153,"Atlantic States Medical Supply, LLC",Legal Name,Limited Liability Company,"3444 Frances Berkeley, Williamsburg, VA, 23188, USA",Kurt  Heinhold ,Inactive,
11741077,"ATLANTIC STATES MEDICAL SUPPLY, LLC",Legal Name,Limited Liability Company,"3444 Frances Berkeley, Williamsburg, VA, 23188, USA",Kurt  Heinhold ,Active,
T0325938,"Atlantic West Building Supply, LLC",Legal Name,Limited Liability Company,"KAUFMAN & CANOLES PC, 4801 COURTHOUSE ST, WILLIAMSBURG, VA, 23188 - 0000, USA",W HUNTER   OLD ,Inactive,
11142552,"Atoka Leadership Institute, LLC",Legal Name,Limited Liability Company,"417 Bulifants Blvd Apt 408, Williamsburg, VA, 23188, USA",Adrien D DeLoach ,Active,
11126811,"Atrixware, LLC",Legal Name,Limited Liability Company,"110 Burnham, Williamsburg, VA, 23188, USA",Anthony W Dunleavy ,Active,
S3107796,"Attack the Pipes Lacrosse Camps, LLC",Legal Name,Limited Liability Company,"118 SOUTHEAST TRACE, WILLIAMSBURG, VA, 23188 - 0000, USA",   ,Inactive,
J0042599,Attention to Detail Cleaning Service,Legal Name,General Partnership,"7732 CROAKER RD APT 302, WILLIAMSBURG, VA, 23188 - 0000, USA",   ,Inactive,
11023725,Auberg Enterprises LLC,Legal Name,Limited Liability Company,"104 Macon Cir, Williamsburg, VA, 23188, USA",Dana  Auberg ,Inactive,
S1641085,"AUBURN INVESTMENTS, LLC",Legal Name,Limited Liability Company,"9 POINDEXTER COURT, WILLIAMSBURG, VA, 23188 - 0000, USA",VIRGINIA P   COX ,Inactive,
11385608,"Audacity Ink, LLC",Legal Name,Limited Liability Company,"4110 Mount Laurel Rd, Williamsburg, VA, 23188, USA",Stephanie  Hasselbacher ,Active,
S5041084,"Audiocraft, LLC",Legal Name,Limited Liability Company,"104 Wilson Dr., Williamsburg, VA, 23188 - 0000, USA",KENNETH E   CROOK ,Active,
11806658,Audrey Candace LLC,Legal Name,Limited Liability Company,"5162 Rollison Dr, Williamsburg, VA, 23188 - 2896, USA",Bonnie  S Salzman ,Active,
11750158,"Augusta Commercial, LLC",Legal Name,Limited Liability Company,"5248 Olde Towne Rd Ste 1, Williamsburg, VA, 23188, USA",Andrew M Franck ,Active,
S2248468,"AURORA CONSULTING, LLC",Legal Name,Limited Liability Company,"6284 ST JOHNS WOODS, WILLIAMSBURG, VA, 23188 - 0000, USA",TAMMY   HARDEN ,Inactive,
S7604939,Austerlitz Consulting LLC,Legal Name,Limited Liability Company,"2308 Glynn Springs Dr., Williamsburg, VA, 23188 - 0000, USA",Registered Agents Inc.,Inactive,
S4533529,"Austin & Lloyd, LLC",Legal Name,Limited Liability Company,"109 South Turnberry, Williamsburg, VA, 23188 - 0000, USA",FORREST P   SMITH ,Inactive,
04237061,"AUTHENTIC GUITARS, INC.",Legal Name,Stock Corporation,"4809-1 COURTHOUSE ST, WILLIAMSBURG, VA, 23188 - 0000, USA",JAMES M   HANSEN ,Active,
11004922,Auto Butler Mobile Mechanic Services LLC,Legal Name,Limited Liability Company,"502 Strawberry Plains Rd, C1, Williamsburg, VA, 23188, USA",Victor  Torres ,Inactive,
S2471839,AutoTech LLC,Legal Name,Limited Liability Company,"106 BLACKHEATH, WILLIAMSBURG, VA, 23188 - 0000, USA",BRIAN A   SEXTON ,Inactive,
S5994860,"AV Anesthesia, LLC",Legal Name,Limited Liability Company,"5215 Monticello Avenue, Williamsburg, VA, 23188 - 0000, USA",GLENN C   CAMPBELL ,Inactive,
04937306,"AVALON HOUSING, INC.",Legal Name,Stock Corporation,"3204 IRONBOUND ROAD, STE D, WILLIAMSBURG, VA, 23188 - 0000, USA",BRIAN G   MUSE ,Inactive,
02124154,AVALON: A Center for Women and Children,Legal Name,Nonstock Corporation,"3206 Ironbound Rd Ste B, Williamsburg, VA, 23188 - 2452, USA",BRIAN G   MUSE ,Active,
07001571,"Aviation Recovery, Inc.",Legal Name,Stock Corporation,"205 BULIFANTS BLVD, STE D, WILLIAMSBURG, VA, 23188 - 0000, USA",TERENCE G   HAGLUND ,Inactive,
S3322015,Avid Funding LLC,Legal Name,Limited Liability Company,"3832 PHILIP LUDWELL, WILLIAMSBURG, VA, 23188 - 1329, USA",BRIAN PETER   MCGURK ,Inactive,
T0488595,"Avionics Services, LLC",Legal Name,Limited Liability Company,"1801 RUSTADS CIRCLE, WILLIAMSBURG, VA, 23188 - 0000, USA",PETER  DIFANTI JR ,Active,
S7470307,AwareNessa LLC,Legal Name,Limited Liability Company,"5219 Monticello Ave Unit 6142, Williamsburg, VA, 23188 - 0647, USA",VANESSA   GANSER ,Active,
11431791,Awesome Eli LLC,Legal Name,Limited Liability Company,"301 Cliftons Blf, Williamsburg, VA, 23188 - 2029, USA",Gregory R Davis ,Active,
S6905063,"Awesome Sauce Brands, LLC",Legal Name,Limited Liability Company,"5123 E. Grace Court, Williamsburg, VA, 23188 - 0000, USA",Registered Agents Inc.,Inactive,
06876247,"AWOC, Inc.",Legal Name,Stock Corporation,"129 GREEN SWAMP ROAD, WILLIAMSBURG, VA, 23188 - 0000, USA",RALPH   GROSS ,Inactive,
11731554,"AWP Holdings, LLC",Legal Name,Limited Liability Company,"5360 Discovery Park Blvd Unit 101, Williamsburg, VA, 23188 - 2860, USA",Ernest Gene Efird III,Active,
11656374,axi services llc,Legal Name,Limited Liability Company,"8519 Croaker Rd, Williamsburg, VA, 23188 - 1225, USA",monte  james ,Active,
08037780,"AXIAL TECHNOLOGY GROUP, INC.",Legal Name,Stock Corporation,"4084 AMBASSADOR CIRCLE, WILLIAMSBURG, VA, 23188 - 0000, USA",LEGALINC CORPORATE SERVICES INC.,Inactive,
11418228,Axis Point LLC,Legal Name,Limited Liability Company,"5516 Burlington Ln, Williamsburg, VA, 23188 - 7598, USA",Tony Orlandas Hendricks ,Active,
11478506,AXIS3 LLC,Legal Name,Limited Liability Company,"109 Broadmoor, Williamsburg, VA, 23188, USA",Andrew M Franck ,Active,
S6521753,Axs Coaching LLC,Legal Name,Limited Liability Company,"4005 RED WING CT, WILLIAMSBURG, VA, 23188 - 0000, USA",Registered Agents Inc.,Inactive,
11272621,AXUM TRANSPORTATION LLC,Legal Name,Limited Liability Company,"402 Carriage rd, Williamsburg, VA, 23188, USA",Kemal  Abdecho ,Inactive,
S4227734,Ayari Art LLC,Legal Name,Limited Liability Company,"187 Owl Creek Circle, WILLIAMSBURG, VA, 23188 - 0000, USA",SHAMEERA   WIEST ,Inactive,
11297368,AYTRANSPORTATION LLC ,Legal Name,Limited Liability Company,"4901 Grand Strand Dr Apt 303, Williamsburg, VA, 23188 - 2738, USA",ABDULKERIM  EK ,Active,
11094398,"Azalea Shores, LLC",Legal Name,Limited Liability Company,"4584 Beacon Hill Dr, Williamsburg, VA, 23188 - 8039, USA",Jeremy C. Johnson ,Active,
07316037,"AZTECMED, INC.",Legal Name,Stock Corporation,"3356 Ironbound Rd Ste 303, Williamsburg, VA, 23188 - 2413, USA",STUART D   SPIRN ,Inactive,
11045617,Aztecmed/ent LLC,Legal Name,Limited Liability Company,"3356 Ironbound Rd, Williamsburg, VA, 23188 - 2412, USA","T & K VENTURES, LLC",Active,
11547603,Azto LLC,Legal Name,Limited Liability Company,"3845 Staffordshire Ln, Williamsburg, VA, 23188 - 2577, USA",Zamin   Aliyev ,Active,
S7284310,"Azul Properties, LLC",Legal Name,Limited Liability Company,"3942 Thorngate Drive, Williamsburg, VA, 23188 - 0000, USA",BRIAN D.   LYTLE ,Active,
S2692616,"B & D Capacity Builders, LLC",Legal Name,Limited Liability Company,"5315 CENTER ST, WILLIAMSBURG, VA, 23188 - 0000, USA",ROBIN B   BLEDSOE ,Inactive,
S1202623,"B & D Ventures, LLC",Legal Name,Limited Liability Company,"2805 WARBLER PL, WILLIAMSBURG, VA, 23188 - 0000, USA",SARAH   NELSON ,Inactive,
S1070400,"B & W DEVELOPMENT COMPANY, LLC",Legal Name,Limited Liability Company,"5252 OLDE TOWNE RD, WILLIAMSBURG, VA, 23188 - 0000, USA",A L   WILDING ,Inactive,
04793733,B & W RENTAL INC.,Legal Name,Stock Corporation,"4039 IRONBOUND  ROAD, WILLIAMSBURG, VA, 23188 - 2507, USA",WILLIAM T   HITCHCOCK ,Active,
T0404261,"B A Carr, LLC",Legal Name,Limited Liability Company,"5 WHITAKER CT, WILLIAMSBURG, VA, 23188 - 0000, USA",B A   CARR ,Inactive,
S6333829,B Beyer LLC,Legal Name,Limited Liability Company,"3719 Jeremiah Wallace Dr, Williamsburg, VA, 23188 - 0000, USA",BRITTANY   BEYER ,Inactive,
11734386,B FOUR EVENTS LLC,Legal Name,Limited Liability Company,"1105 Braemar Crk, Williamsburg, VA, 23188 - 1488, USA",ZENBUSINESS INC.,Active,
