Entity ID,Entity Name,Name Type,Entity Type,Principal Office Address,RA Name,Status
11728067,CLOUD SMOKE & VAPES LLC,Legal Name,Limited Liability Company,"1301 HULL ST, Richmond, VA, 23224, USA",BASHAR  AL HAMIDI  ,Active,
11319984,CLOVER FENCING LLC,Legal Name,Limited Liability Company,"5005 OLD MIDLOTHIAN TPKE TRLR 6, Richmond, VA, 23224 - 1129, USA",ALEX GERARDO CASTRO BETANCOURTH ,Active,
S1458910,"Cloverhill Automotive Finance, LLC",Legal Name,Limited Liability Company,"7016 HULL ST RD, RICHMOND, VA, 23224 - 0000, USA",CH  THORPE JR ,Inactive,
S8048656,Club 023 LLC,Legal Name,Limited Liability Company,"801 Prince Hall Lane, richmond, VA, 23224 - 0000, USA",JERMAINE LEWIS   ROBERTSON ,Inactive,
S3724616,CLUB DE COMERCIANTES DE VIRGINIA L.L.C.,Legal Name,Limited Liability Company,"8010-A HULL ST RD, NORTH CHESTERFIELD, VA, 23225 - 0000, USA",WILKEN   FERNANDEZ ,Inactive,
11023737,Club Universal Billar y Restaurante LLC,Legal Name,Limited Liability Company,"7227 Jefferson Davis Hwy, North Chesterfield, VA, 23237 - 1519, USA",Karla P Ramos  ,Inactive,
S7751656,"CM3Consulting, LLC",Legal Name,Limited Liability Company,"100 Concourse Blvd, c\o BMS Suite 107, Glen Allen, VA, 23059 - 0000, USA",CHRISTINA M   MOSS-MCFADDEN ,Inactive,
S5622222,CMH Home Improvement and Repairs LLC,Legal Name,Limited Liability Company,"1709 stockton st., richmond, VA, 23224 - 0000, USA",CHARLES MICHAEL   HART ,Inactive,
11759621,CMMCC Behavioral Health LLC,Legal Name,Limited Liability Company,"1301 Evergreen Ave, Richmond, VA, 23224 - 4903, USA",Christopher  Maurice  McNeil Sr.,Active,
S7146451,"Coalition of Leaders United, LLC",Legal Name,Limited Liability Company,"133 E. Belt Blvd, Suite D, Richmond, VA, 23224 - 0000, USA",LEON   BENJAMIN ,Inactive,
11789443,Coast Redwood LLC,Legal Name,Limited Liability Company,"5 W 15th St, Richmond, VA, 23224 - 2005, USA",Anna Knecht Page ,Active,
11572102,"Coastline Chillers, LLC",Legal Name,Limited Liability Company,"2019 Dinwiddie Ave, Richmond, VA, 23224, USA",Dalton  Bradshaw ,Inactive,
11183976,Coated Galore LLC,Legal Name,Limited Liability Company,"5858 Handel Ct, North Chesterfield, VA, 23234 - 3207, USA",Iesha L Thompson ,Inactive,
07577331,Cocktails For A Cause Inc.,Legal Name,Nonstock Corporation,,MEGAN   STIMPSON ,Inactive,
11160389,COCO BOUTIQUE LLC,Legal Name,Limited Liability Company,"2220 Chalfont Dr, Richmond, VA, 23224 - 6362, USA",Shonta S Banks ,Pending Inactive,
S3828953,"Coco Panache Unlimited, LLC",Legal Name,Limited Liability Company,"2501 Brinkwood Drive, Richmond, VA, 23224 - 0000, USA",REGINA   RANDOLPH ,Inactive,
11163136,code black apparel llc ,Legal Name,Limited Liability Company,"2112 Afton Ave, Richmond, VA, 23224, USA",richelle  hinton ,Inactive,
11701132,COG LOGISTICS INC.,Legal Name,Stock Corporation,"500 Bainbridge St Apt 1109, Richmond, VA, 23224 - 2324, USA",AHMED B HEMEIDI ,Active,
S2455576,CoLab MultiMedia LLC,Legal Name,Limited Liability Company,"155 WEST 7TH STREET, RICHMOND, VA, 23224 - 0000, USA",EDWARD J  O'LEARY III ,Active,
S6068508,Coleman Development Group LLC,Legal Name,Limited Liability Company,"6325 Falls of Neuse Rd, Ste 35, Raleigh, NC, 27615 - 0000, USA",MEREDITH   COLEMAN ,Active,
11096621,Collective Marketing Group & Consulting Firm L.L.C.,Legal Name,Limited Liability Company,"11 S 12TH ST , Richmond, VA, 23219, USA",Javontae Lawilliam Jones ,Inactive,
S5502754,Collective Thinking Consultants LLC,Legal Name,Limited Liability Company,"2915 Matisse Lane, Richmond, VA, 23224 - 0000, USA",BENITA LEWIS   JOHNSON ,Inactive,
01632173,"COLONIAL AUTOMOTIVE SUPPLY, INC.",Legal Name,Stock Corporation,"1833 COMMERCE RD, RICHMOND, VA, 23224 - 0000, USA",G. R  BARKLEY JR ,Active,
F0188625,"COLONIAL FORD TRUCK SALES, INC.",Legal Name,Stock Corporation,"1833 COMMERCE RD, RICHMOND, VA, 23224 - 0000, USA",GEORGE R  BARKLEY JR ,Active,
04653564,COLONIAL FORD TRUCKS OF TIDEWATER INC.,Legal Name,Stock Corporation,"1833 Commerce Rd, RICHMOND, VA, 23224 - 7801, USA",GEORGE R  BARKLEY JR ,Active,
01632199,"COLONIAL LEASING COMPANY, INC.",Legal Name,Stock Corporation,"1833 COMMERCE RD, RICHMOND, VA, 23224 - 0000, USA",G R  BARKLEY JR ,Active,
01632207,"COLONIAL PARTS DISTRIBUTORS, INC.",Legal Name,Stock Corporation,"1833 COMMERCE RD, RICHMOND, VA, 23224 - 0000, USA","GEORGE R.   BARKLEY,JR ",Active,
02518074,"COLONIAL TIRE DISTRIBUTORS, INC.",Legal Name,Stock Corporation,"1833 COMMERCE RD, RICHMOND, VA, 23224 - 0000, USA",GEORGE ROBERT  BARKLEY JR ,Active,
03130242,COLONIAL TRUCK SALES INC.,Legal Name,Stock Corporation,"11430 AIRPARK RD, ASHLAND, VA, 23005 - 0000, USA",GEORGE R  BARKLEY JR ,Active,
11300628,COLOR  BROTHERS LLC,Legal Name,Limited Liability Company,"201 Green Acres Ave, Richmond, VA, 23224, USA",Terrance Lamont Green ,Inactive,
S3898014,"Color A Thought, LLC",Legal Name,Limited Liability Company,"2203 Chateau Drive, Apt E, Richmond, VA, 23224 - 0000, USA","DAVID F  FOLEY, SR. ",Inactive,
11128198,COLORFUL RVA LP,Legal Name,Limited Partnership,"6824 Everglades Dr, Richmond, VA, 23225 - 5626, USA",Jose D Cruz Arriola ,Inactive,
11072269,Colors Beauty Bar LLC,Legal Name,Limited Liability Company,"715 E 4th St Ste F18, Richmond, VA, 23224, USA",Tawanna  Drummond ,Inactive,
11267743,Columbia Logistics LLC,Legal Name,Limited Liability Company,"6300 Tweeter Branch Ln, Richmond, VA, 23224 - 1452, USA",Allen  Stewart ,Inactive,
11207180,Comfort Zone L.L.C,Legal Name,Limited Liability Company,"2107 Ridgemont Rd, RICHMOND, VA, 23224, USA",Sh'Pollo  Williams Sr.,Inactive,
S8125157,Comfurrt of Home Grooming Services LLC,Legal Name,Limited Liability Company,"2506 Crumpton Drive, RICHMOND, VA, 23224 - 0000, USA",CLAUDETTE   CARTER ,Active,
F2003640,"COMHINA - COOPERACION MISIONERA DE HISPANOS DE NORTEAMERICA, INC.",Legal Name,Nonstock Corporation,"5524 WARWICK RD, RICHMOND, VA, 23224 - 0000, USA",DAVID   MONDUY ,Inactive,
11341979,"Command Care, LLC",Legal Name,Limited Liability Company,"7020 Holly Bark Dr, Midlothian, VA, 23112, USA",Rashaad  Bey ,Active,
S4032217,"Commercial Development Funding Advisors, LLC",Legal Name,Limited Liability Company,"700 EVERETT ST STE 1102, RICHMOND, VA, 23224 - 4116, USA",WILLIAM EDWARD   SKEEN ,Inactive,
F2119321,"Commercial Insurance Brokers, Inc.",Legal Name,Nonstock Corporation,"1201 68TH STREET, ROSEDALE, MD, 21237, USA",DALJIT   SINGH ,Active,
11641750,Common Care Therapeutic LLC ,Legal Name,Limited Liability Company,"2211 Chateau Dr Apt H, Richmond, VA, 23224 - 2734, USA",Tyrone Sabaston Kidd ,Active,
11377454,Common Roots Communities ,Legal Name,Nonstock Corporation,"1808 Gordon Ave, Richmond, VA, 23224 - 6834, USA",Brendan  Lyman ,Active,
07359441,Commonwealth Day Support Inc.,Legal Name,Stock Corporation,"5601 Hull Street Rd, Richmond, VA, 23224 - 2839, USA",GERRY   RAWLINSON ,Active,
02752046,"COMMONWEALTH ESCROW & TITLE SERVICES, INC.",Legal Name,Stock Corporation,"5409 Patterson Ave Ste 100, Richmond, VA, 23226 - 2003, USA",Christopher W. Morrow ,Active,
11459653,Commonwealth Hope LLC,Legal Name,Limited Liability Company,"5 W 15th St, Richmond, VA, 23224, USA",Lauren Frances Noe ,Active,
11182747,Commonwealth Inclusion LLC,Legal Name,Limited Liability Company,"3446 George St, Petersburg, VA, 23805 - 9344, USA",Tyrone Sabaston Kidd ,Inactive,
S4796118,Commonwealth Power LLC,Legal Name,Limited Liability Company,"5 W 15th St, RICHMOND, VA, 23224 - 0000, USA",CHRISTOPHER   PAGE ,Active,
11782631,Commonwealth Recovery Experts Llc,Legal Name,Limited Liability Company,"5400 Snead Rd, Richmond, VA, 23224, USA",Matthew  Miles ,Active,
S2493999,"COMMONWEALTH REPORTERS, LLC",Legal Name,Limited Liability Company,"706 ARIZONA PLACE, RICHMOND, VA, 23224 - 0000, USA",DEBORAH   CARTER ,Active,
01533561,"COMMONWEALTH VENTURES, INCORPORATED",Legal Name,Stock Corporation,"1900 E Belt Blvd, Richmond, VA, 23224 - 6304, USA",FREDERICK D   SALVIA ,Active,
07352677,"Community Access And Support Services, Inc.",Legal Name,Nonstock Corporation,"1500 PORTER ST, RICHMOND, VA, 23224 - 0000, USA",JAMES C   COLEMAN ,Inactive,
S5163078,"Community and Sign Language Services, LLC",Legal Name,Limited Liability Company,"9000 Anbern Dr, North Chesterfield, VA, 23235 - 3928, USA",Kristine Elaine Melson ,Active,
07573314,"Community Care Assisted Living of Virginia, Inc.",Legal Name,Stock Corporation,"7804 FOREST HILL AVE., RICHMOND, VA, 23225 - 0000, USA",NICHOLE   KOGER ,Inactive,
04970455,Community Care Community Development Corporation,Legal Name,Nonstock Corporation,"1521 JEFFERSON DAVIS HWY, RICHMOND, VA, 23224 - 0000, USA",NICHOLE   KOGER ,Inactive,
08318123,Community Cares Development Association,Legal Name,Nonstock Corporation,,LAVERNE   ROBERTSON ,Inactive,
S4920882,Community Food Collaborative LLC,Legal Name,Limited Liability Company,"1429 PORTER ST, RICHMOND, VA, 23224 - 0000, USA",TOBY DANIEL   VERNON ,Inactive,
07100605,"COMMUNITY NUTRITION SERVICES, INC.",Legal Name,Nonstock Corporation,"5 E 2nd St, RICHMOND, VA, 23224 - 4253, USA",DONALD REESE   GOFF ,Active,
S4132447,"Companion Care, LLC",Legal Name,Limited Liability Company,"700 Stockton Street, Apt 411, Richmond, VA, 23224 - 0000, USA",SABRI WILLIAM   HARRIS ,Inactive,
08415143,Company Love Loyalty Always Win,Legal Name,Stock Corporation,"2318 GORDON AVE, RICHMOND, VA, 23224 - 0000, USA",SANDREA JAMES   BASKIN ,Inactive,
11186807,Compassionate Lifeline LLC,Legal Name,Limited Liability Company,"2305 Marion Mashore St, Richmond, VA, 23224 - 3631, USA",Shalonda  Black ,Inactive,
S6681250,Concrete Rose LLC,Legal Name,Limited Liability Company,"501 Stockton St. Apt 156, Richmond, VA, 23224 - 0000, USA",TRYPHAENA KIMBERLY   SINGLETON ,Inactive,
08326019,CONDORS CONTRACTORS INC.,Legal Name,Stock Corporation,"2118 JOPLIN AVENUE, RICHMOND, VA, 23224 - 6822, USA",CLAUDIA GARCIA   GONZALEZ ,Inactive,
S3233584,Conexion Latina LLC,Legal Name,Limited Liability Company,"2603 TURNER RD 2G, RICHMOND, VA, 23224 - 0000, USA",DEBORA   CABANA ,Inactive,
11180731,Connor's Trucking LLC,Legal Name,Limited Liability Company,"1505 Helen Ln, Richmond, VA, 23224, USA",Wilbert  Connor ,Inactive,
11287851,Conscious Coaching LLC,Legal Name,Limited Liability Company,"1810 Fairfax Ave, Richmond, VA, 23224, USA",Joseph  Emmanuel  Moulis ,Active,
11337195,"Constance Giving Foundation, Inc.",Legal Name,Nonstock Corporation,"1914 Porter St, Richmond, VA, 23224 - 2038, USA",Divine Youth Counseling LLC,Pending Inactive,
11815961,Constructing Communities LLC,Legal Name,Limited Liability Company,"1607 Chicago Ave, Richmond, VA, 23224, USA",Fernando  Nero ,Active,
06868426,"Construction 1st, Inc.",Legal Name,Stock Corporation,"101 WEST COMMERCE SECOND FL, RICHMOND, VA, 23224 - 0000, USA",RONALD H   HUNT ,Inactive,
S8370746,CONSTRUCTION ADVANCED LLC,Legal Name,Limited Liability Company,"1422 CLARKSON ROAD APT H, RICHMOND, VA, 23224 - 0000, USA",TOMASA   ESCOBAR ,Inactive,
S0716078,"CONSTRUCTION MONKIE, LLC",Legal Name,Limited Liability Company,"2221 BYWOOD LANE, RICHMOND, VA, 23224 - 0000, USA",WILLIAM JASON   MOORE ,Inactive,
S6470969,"Construction Results, LLC",Legal Name,Limited Liability Company,"201 Hull Street, Suite A, Richmond, VA, 23224 - 0000, USA","PROPERTY RESULTS, LLC",Active,
11183952,CONSTRUCTION UNION VELASQUEZ LLC,Legal Name,Limited Liability Company,"4645 SOUTHWOOD PKWY APT A , Richmond, VA, 23224, USA",SURALIN  VELASQUEZ GONZALEZ ,Inactive,
11455883,CONSULTING FINANCIAL  ADVISOR US ,Legal Name,Nonstock Corporation,"7117 Rodophil rd, North Chesterfield, VA, 23237 - 3423, USA",Gonzalo  Mijares ,Inactive,
11041849,consulting life llc,Legal Name,Limited Liability Company,"1100 Hull St Apt 107, Richmond, VA, 23224 - 4061, USA",MARK   PASTURES ,Inactive,
11272999,Contreras Aquino Family LLC,Legal Name,Limited Liability Company,"3306 Chapel Dr, Richmond, VA, 23224 - 5004, USA",Jorge Andres Contreras Aquino ,Active,
11134819,"Convenient VA Notary Signing, LLC",Legal Name,Limited Liability Company,"700 Stockton St Apt 309, Richmond, VA, 23224 - 4174, USA",Tammy Parker Richardson ,Inactive,
S5866977,"Cooke's Insulation Co., LLC",Legal Name,Limited Liability Company,"623 EFFINGHAM DR, RICHMOND, VA, 23224 - 0000, USA",sharon  cooke ,Active,
11123131,Cooking Healthy LLC,Legal Name,Limited Liability Company,"11 WEAVER CT, Richmond, VA, 23224, USA",ROBERT  RUDD ,Inactive,
S7073382,Cool Runnings Express LLC,Legal Name,Limited Liability Company,"601 E. 15th Street, Richmond, VA, 23224 - 0000, USA",JEROME LEE   CABELL ,Active,
S5501731,Cool Runnings Express LLC,Legal Name,Limited Liability Company,"601 E 15th Street, Richmond, VA, 23224 - 0000, USA",JEROME LEE   CABELL ,Inactive,
11089828,"Cool Shoes, LLC",Legal Name,Limited Liability Company,"20 E 31st St, Richmond, VA, 23224, USA",Earl B Thomas III,Inactive,
07785413,"CoreRVA Properties, Inc.",Legal Name,Stock Corporation,"7 EAST 2ND STREET, RICHMOND, VA, 23224 - 0000, USA",RICHARD W.   GREGORY ,Inactive,
11522122,Corner Stone Carpentry LLC,Legal Name,Limited Liability Company,"1406 Bainbridge St Apt C, Richmond, VA, 23224, USA",Jeremiah  Davis ,Inactive,
S0449415,"Cornerstone Architects, PLC",Legal Name,Limited Liability Company,"211 W 7th St Ste B, Richmond, VA, 23224 - 2305, USA",Charles Strang Selden ,Active,
S8571103,Cornerstone Development Group LLC,Legal Name,Limited Liability Company,"6507 Whisperwood Dr, North Chesterfield, VA, 23234 - 6289, USA",DEVON   CYRILLE ,Active,
S7172382,CORNERSTONE MANAGEMENT LLC,Legal Name,Limited Liability Company,"238 East 37th Street, Richmond, VA, 23224 - 0000, USA",RASHAAD   BEY ,Inactive,
07086846,"Cornerstone Youth Services, Inc.",Legal Name,Stock Corporation,"1420 Hull St Ste B3, Richmond, VA, 23224 - 3964, USA",SHARON Y   MCCLENDON ,Active,
05138847,"CorPak, Inc.",Legal Name,Stock Corporation,"1306 JEFFERSON DAVIS HIGHWAY, RICHMOND, VA, 23224 - 0000, USA",ROBERT C   CONNER ,Inactive,
11129953,COSMOSCAFFEE LLC,Legal Name,Limited Liability Company,"3743 Green Bay Rd, Richmond, VA, 23234, USA",Leslie Y Suarez Bonilla ,Active,
11589154,COTERIE GRAND LLC,Legal Name,Limited Liability Company,"4913 Parsons Walk Pl, Glen Allen, VA, 23059 - 7576, USA",Rashaad  Bey ,Active,
11350484,Cotton Aesthetics LLC,Legal Name,Limited Liability Company,"700 Stockton St Apt 353, Richmond, VA, 23224 - 4186, USA",Jamaikah L Holland ,Inactive,
11300637,"COUNSELING WORKS, LLC",Legal Name,Limited Liability Company,"4301 Terminal Ave, Richmond, VA, 23224 - 6234, USA",Lydia Jean Brown ,Active,
11612801,Country cheverolet llc,Legal Name,Limited Liability Company,"103 e belt blvd , Richmond, VA, 23224, USA",Jason  Farag ,Inactive,
S3617489,"CouponLinkUSA, LLC",Legal Name,Limited Liability Company,"1701 JEFFERSON DAVIS HWY, RICHMOND, VA, 23224 - 0000, USA",EDWIN   JONES ,Active,
11655512,COURTESY ENTERPRISES LLC,Legal Name,Limited Liability Company,"312 W 12th St # A, Richmond, VA, 23224 - 2108, USA",BERNARD  CURTIS ,Pending Inactive,
S6757761,COURTNEY PROPERTY LLC,Legal Name,Limited Liability Company,"6711 Iron Creek Cir, Chester, VA, 23831 - 0004, USA",COURTNEY  SATTERWHITE ,Inactive,
11446749,Couture Cycle LLC,Legal Name,Limited Liability Company,"441 W 7th St, Richmond, VA, 23224 - 2338, USA",Waltrice  Patterson ,Inactive,
11721263,"Cove Development, LLC",Legal Name,Limited Liability Company,"5007 King William Rd, Richmond, VA, 23225 - 3129, USA",Michael  A. McGlothlin ,Active,
07808256,"Covenant Community Renewal Project, Inc.",Legal Name,Nonstock Corporation,,DANETTE   MASSEY ,Inactive,
11568200,"Covenant Connection, Limited Liability Company",Legal Name,Limited Liability Company,"908 Perry St Apt 205, Richmond, VA, 23224 - 2363, USA",Toniraye Martina Moss ,Active,
11030042,"Covenant Counseling & Consulting, LLC",Legal Name,Limited Liability Company,"5112 Burtwood Ln, Richmond, VA, 23224 - 6059, USA",Denise   Cooper ,Pending Inactive,
11583327,COVER PAINTING LLC,Legal Name,Limited Liability Company,"5630 LIMESTONE DR, Richmond, VA, 23224, USA",JOSE ANGEL FLORES GAYTAN ,Active,
S5114089,"Covered Tees, LLC",Legal Name,Limited Liability Company,"15 East 2nd Street Apt 2i, Richmond, VA, 23224 - 0000, USA",TASHA R   SIMMONS ,Inactive,
07180508,Cozino Enterprise Inc.,Legal Name,Stock Corporation,"2402 DECATUR ST., RICHMOND, VA, 23224 - 0000, USA",LISA M   COZINO ,Inactive,
11660417,"Crafts By Carleise, LLC",Legal Name,Limited Liability Company,"3407 Maury St , Richmond, VA, 23224, USA",Carleise   Douglas-Bouldin ,Pending Inactive,
11348015,CRAIGE MITCHELL TRUCKING LLC,Legal Name,Limited Liability Company,"5018 BRYCE LN, Richmond, VA, 23224, USA",Jacquelin  Houston ,Pending Inactive,
07728603,"CRAWLEY FAMILY ENTERPRISES, INC.",Legal Name,Stock Corporation,"3600 HULL STREET, RICHMOND, VA, 23224 - 0000, USA",ANDRE   CRAWLEY ,Inactive,
S6211124,Crazy Tacos LLC,Legal Name,Limited Liability Company,"5537 orcutt lane, richmond, VA, 23224 - 0000, USA",PATRICIO   FERNANDEZ ,Inactive,
S8155162,CrazyFriesRVA LC,Legal Name,Limited Liability Company,"152 Green Acres Ave, Richmond, VA, 23224 - 0000, USA",PRINCESS VICTORIA   HARRIS ,Inactive,
11227346,"CRE8TIVE MNDZ, LLC",Legal Name,Limited Liability Company,"3223 Mark Rd, Richmond, VA, 23234 - 2943, USA",Taejawon Brown Brown ,Inactive,
S8032957,"Create With Kay, LLC",Legal Name,Limited Liability Company,"4249 SHEFFIELD RD, RICHMOND, VA, 23224 - 0000, USA",NA'KERA   RICHARDSON ,Inactive,
11660782,Createdbylu Llc,Legal Name,Limited Liability Company,"1506 Treehaven Dr, Richmond, VA, 23224, USA",Keshawndra  Vaught ,Pending Inactive,
11337614,Creations by Jae LLC,Legal Name,Limited Liability Company,"700 Everett St Apt 1133, Richmond, VA, 23224 - 4197, USA",Jason Edward Watler ,Inactive,
11489300,"CREATIONSAT15, LLC",Legal Name,Limited Liability Company,"15 Rodman Rd, Richmond, VA, 23224, USA",804 Real Estate LLC,Active,
11191411,Creative Addiction LLC,Legal Name,Limited Liability Company,"6003 walmsley blvd, Richmond, VA, 23224, USA",Caprisha  Glenn ,Inactive,
S7713284,Creative Arts Development Services LLC,Legal Name,Limited Liability Company,"915 E 15TH ST, RICHMOND, VA, 23224 - 0000, USA",DOROTHY   MILLER ,Inactive,
11577518,Creative Center LLC,Legal Name,Limited Liability Company,"16 w 6th st, Richmond, VA, 23224, USA",Jackson  Polo ,Active,
S8620983,"Creative Design Barber & Hair Salon, LLC",Legal Name,Limited Liability Company,"2008 Pocoshock Blvd, Richmond, VA, 23235 - 0000, USA",RASHIDA   ROBERTSON ,Inactive,
11432673,Creative Measures LLC,Legal Name,Limited Liability Company,"2105 Mandalay Dr Apt C, Richmond, VA, 23224 - 2642, USA",Jerry  Lee ,Active,
S1797002,CREATIVE NETWORK SERVICES LLC,Legal Name,Limited Liability Company,"2605 EDGEWOOD AVE, RICHMOND, VA, 23222 - 0000, USA",JORGE L   TORRES ,Active,
11136472,"CreativeAfro, LLC",Legal Name,Limited Liability Company,"320 Hull St # 141, Richmond, VA, 23224 - 4134, USA",Shelley Monique Green ,Active,
05017306,"Credential America, Inc.",Legal Name,Stock Corporation,"1305 N 31st St, Richmond, VA, 23223 - 6705, USA",YOLANDA C   REED ,Active,
11432758,Credit Correct LLC,Legal Name,Limited Liability Company,"101 Manchester Dr Apt 531, Richmond, VA, 23224 - 4379, USA",Markus  Cameron  Houchens  ,Inactive,
S7398755,Creed Recycling LLC,Legal Name,Limited Liability Company,"700 STOCKTON ST, APT 340, RICHMOND, VA, 23224 - 0000, USA",LEMUEL   TISDALE ,Inactive,
11297936,Crespin Contractor LLC,Legal Name,Limited Liability Company,"2410 Hey Rd, Richmond, VA, 23224 - 4506, USA",Victor Manuel Santacruz Crespin ,Inactive,
11105204,Crippen & Associates LLC,Legal Name,Limited Liability Company,"213 E 11th St, Richmond, VA, 23224 - 3925, USA",Sean L Crippen ,Active,
11087110,Cris Kitchen & Treatz LLC,Legal Name,Limited Liability Company,"642 Shelby Dr, Richmond, VA, 23224, USA",Crescendo  Trueheart ,Inactive,
08346520,CRISTABEL PAINTING INC.,Legal Name,Stock Corporation,"2840 BROAD ROCK BLVD, APT 8, RICHMOND, VA, 23224 - 0000, USA",ANY C   CUBIAS ,Inactive,
11212830,Critical Care Auto Service LLC,Legal Name,Limited Liability Company,"5331 Warwick Rd, Richmond, VA, 23224, USA",Christopher  Henderson Sr.,Inactive,
11417867,CROSSROADS FREIGHT LLC,Legal Name,Limited Liability Company,"4301 Terminal Ave, Richmond, VA, 23224, USA",Paul  Bell ,Active,
04779997,"CROWDER, HAMILTON ENTERPRISES, INC.",Legal Name,Stock Corporation,"626 S SYCAMORE ST, PETERSBURG, VA, 23803 - 0000, USA",DONALD J   GEE ,Inactive,
S6399051,Crown Investments LLC,Legal Name,Limited Liability Company,"3610 lawson st, Richmond, VA, 23226 - 0000, USA",DARRELL   STEWART ,Inactive,
11090397,Crowned Essentials Beauty & Wellness LLC,Legal Name,Limited Liability Company,"1412 Semmes Ave #2123, Richmond, VA, 23224, USA",Miltonesha   Leadbetter  ,Inactive,
11042088,Crust Bikes LLC,Legal Name,Limited Liability Company,"3416 Hull St, Richmond, VA, 23224 - 3453, USA",Matthew   Whitehead  ,Active,
11200370,Crust Bikes LLP,Legal Name,General Partnership,"3416 Hull St, Richmond, VA, 23224, USA",Crust Bikes LLC,Inactive,
11567163,Cruz Landscaping Services LLC,Legal Name,Limited Liability Company,"3349 McGuire Dr , Richmond, VA, 23224, USA",Esperanza Itzel Gonzalez Martinez ,Active,
11361453,CRUZ SIDING LLC,Legal Name,Limited Liability Company,"5349 HULL STREET RD TRLR 105, Richmond, VA, 23224, USA",LISANDRO  A SANDOVAL CRUZ ,Active,
11003947,CRYO ELITE RVA LLC,Legal Name,Limited Liability Company,"1518 Decatur St, Richmond, VA, 23224, USA",Juan  Wendell Wilson Jr.,Inactive,
11129334,Crystal Clear Beauti LLC,Legal Name,Limited Liability Company,"1531 Sunbury Rd, Richmond, VA, 23224, USA",Crystal  Jackson ,Active,
11801802,"CRYSTAL COVE VENUE, LLC",Legal Name,Limited Liability Company,"5329 canterbury ridge ct, Richmond, VA, 23224, USA",siami  kouadio ,Active,
11063408,Crystal Tax and Credit LLC,Legal Name,Limited Liability Company,"1712 Kingswood St, RICHMOND, VA, 23224, USA",Crystal Marie McDuffie ,Active,
11813885,Crystal Waters Rehabilitation Center,Legal Name,Nonstock Corporation,"1717 Rosecrest Ave, Richmond, VA, 23224 - 7535, USA",Milani  Briscoe ,Active,
S7061908,Crystal's Fashion LLC,Legal Name,Limited Liability Company,"5701 Hull Street Rd. #F, Richmond, VA, 23224 - 0000, USA",MARIA DEL C   AYALA ,Inactive,
11218169,Crystal's Helping Hands LLC,Legal Name,Limited Liability Company,"1306 Bruce St, Richmond, VA, 23224, USA",Crystal  Murray ,Inactive,
11000027,"CS Apartments, LLC",Legal Name,Limited Liability Company,"7 E 2nd St, Richmond, VA, 23224, USA",Richard W. Gregory ,Active,
11362921,"CS Manager, LLC",Legal Name,Limited Liability Company,"7 E 2nd St, Richmond, VA, 23224 - 4253, USA",Richard W. Gregory ,Active,
11684290,CS Multiservices LLC,Legal Name,Limited Liability Company,"2836 Broad Rock Blvd Apt 9, RICHMOND, VA, 23224, USA",Douglas  Sanchez ,Active,
11338866,"CS QOZB, LLC",Legal Name,Limited Liability Company,"7 E 2nd St, Richmond, VA, 23224 - 4253, USA",Richard W. Gregory ,Active,
11535296,CSL MOSQUITO & SNAKE TREATMENT LLC,Legal Name,Limited Liability Company,"607 Shallow ct, Richmond, VA, 23224, USA",Linda Banks Jennings ,Inactive,
S7609946,"CSPOT, LLC",Legal Name,Limited Liability Company,"903 HULL ST., RICHMOND, VA, 23224 - 0000, USA","Lewis and Burke Holdings, LLC",Inactive,
S4517977,"CSRA ASHFORD CLUB MASTER LESSEE, LLC",Legal Name,Limited Liability Company,"7 EAST 2ND STREET, RICHMOND, VA, 23224 - 0000, USA",KATHRYN A   LAWRENCE ,Inactive,
S4517993,"CSRA ASHFORD CLUB SIGNATORY TRUSTEE, LLC",Legal Name,Limited Liability Company,"7 EAST 2ND STREET, RICHMOND, VA, 23224 - 0000, USA",KATHRYRN A   LAWRENCE ,Inactive,
S4666345,"CSRA Bridgeview Apartments Holdings, LLC",Legal Name,Limited Liability Company,"7 EAST 2ND ST, RICHMOND, VA, 23224 - 0000, USA",KATHRYN A   LAWRENCE ,Inactive,
11523191,"CTECLM, LLC",Legal Name,Limited Liability Company,"7 E 2nd St, Richmond, VA, 23224 - 4253, USA",Michael  A. McGlothlin ,Active,
11084265,"Cullinan Hope Equity, LLC",Legal Name,Limited Liability Company,"5827 Snead Rd, Richmond, VA, 23224 - 4661, USA",Mitchell I Young Sr.,Inactive,
S5315082,CultureJunkie LLC,Legal Name,Limited Liability Company,"1100 hull st apt 220, richmond, VA, 23224 - 0000, USA",DAVID VINCENT   CASEY ,Inactive,
11541596,CURBSIDE NUMBER MAN LLC,Legal Name,Limited Liability Company,"616 Tilton Ct, Richmond, VA, 23224 - 1461, USA",MILTON  ANTHONY ,Inactive,
11584677,CURIOSIDADES DE RICHMNOND VA VIDA EN USA LLC ,Legal Name,Limited Liability Company,"2010 S Kinsley Ave, Richmond, VA, 23224 - 6209, USA",NERY L GODINEZ SALES ,Inactive,
S7937271,"Current Developer, LLC",Legal Name,Limited Liability Company,"7 East 2nd Street, Richmond, VA, 23224 - 0000, USA",RICHARD W.   GREGORY ,Inactive,
S4990901,CURTIS TOWING LLC,Legal Name,Limited Liability Company,"4919 Old Midlothian Tnpk, Richmond, VA, 23224 - 0000, USA",BOBBY   CURTIS ,Active,
11279668,Curvaceous Scrubs LLC,Legal Name,Limited Liability Company,"707 E 36th St, Richmond, VA, 23224 - 3401, USA",Sherrita Keonda  Williams ,Inactive,
