Entity ID,Entity Name,Name Type,Entity Type,Principal Office Address,RA Name,Status
S2877191,DC CREATIONS LLC,Legal Name,Limited Liability Company,"1340 MELROSE PKWY #A, NORFOLK, VA, 23508 - 0000, USA",DANIEL   CWIK ,Inactive,
11286323,"DCE, Inc.",Legal Name,Stock Corporation,"708 Amelia St Apt 305, FREDERICKSBURG, VA, 22401 - 3871, USA",Chris H Willis ,Active,
11091704,De'Antae Trucking LLC,Legal Name,Limited Liability Company,"1005 W 35th St, Norfolk, VA, 23508, USA",DEANTAE  COLES ,Inactive,
S6555611,"DearXO, LLC",Legal Name,Limited Liability Company,"509 New York Ave, Norfolk, VA, 23508 - 0000, USA",LETTICIA DAWN   BROWN ,Active,
11404024,"DeBi, Llc",Legal Name,Limited Liability Company,"4504 Gosnold Ave, Norfolk, VA, 23508, USA",Billy Wayne Milliken ,Inactive,
11165965,Dee Sudz LLC,Legal Name,Limited Liability Company,"713 W 34th St, Norfolk, VA, 23508 - 3143, USA",Darrell A Wise ,Inactive,
11342576,"Defender Anesthesia, LLC",Legal Name,Limited Liability Company,"1048 Cambridge Cres, Norfolk, VA, 23508 - 1256, USA",Peter  Schenke ,Active,
S7581996,DELO TRANSPORTATION LLC,Legal Name,Limited Liability Company,"820 w 43rd street, Ste 2, Norfolk, VA, 23508 - 0000, USA",TINA   DELOATCHE ,Inactive,
S3662394,DELO Transportation LLC,Legal Name,Limited Liability Company,"853 W 34TH ST, NORFOLK, VA, 23504 - 0000, USA",JALEN   DELOATCHE ,Inactive,
S1653445,"DESIGN BUILD IT, LLC",Legal Name,Limited Liability Company,"844 B W45TH ST, NORFOLK, VA, 23508 - 0000, USA",NICHOLAS   SHAWYER ,Active,
11592912,"Design Chic, LLC",Legal Name,Limited Liability Company,"625 Georgia Ave, Norfolk, VA, 23508, USA",Susan  Russo ,Active,
11224129,Detail Danni LLC,Legal Name,Limited Liability Company,"4816 Hampton Blvd, Norfolk, VA, 23508, USA",Yasmin Danielle Stukes ,Active,
11511301,DETAILS 4 YOU LLC,Legal Name,Limited Liability Company,"2301 Colley Ave Ste 6232, Norfolk, VA, 23517 - 1144, USA",ELLIOT  AMBERT ,Pending Inactive,
11689986,"DHR Fleet Services, LLC",Legal Name,Limited Liability Company,"1042 Jamestown Cres, Don G Winchester, Norfolk, VA, 23508 - 1260, USA",Don   Winchester ,Active,
11446868,"DHR Logistics, Inc.",Legal Name,Stock Corporation,"1042 Jamestown Cres, Norfolk, VA, 23508, USA",Don   Winchester ,Active,
08235384,Dial Companies Inc.,Legal Name,Stock Corporation,"1008 MAGNOLIA AVE., NORFOLK, VA, 23508 - 0000, USA",LAUREN S   DIAL ,Inactive,
08222069,"Dials Companies, Inc.",Legal Name,Stock Corporation,"1108 MAGNOLIA AVE., NORFOLK, VA, 23508 - 0000, USA",LAUREN SCHUETTE   DIAL ,Inactive,
S8475651,DIAMONDSEAL COMMERCIAL SERVICES LLC,Legal Name,Limited Liability Company,"5310 ROLFE AVE, NORFOLK, VA, 23508 - 0000, USA",JEFFREY   PARKER ,Active,
S1995507,"Dickie Drake Jazz, LLC",Legal Name,Limited Liability Company,"5015 COLLEY AVE, NORFOLK, VA, 23508 - 0000, USA",ELISABETH   DICKIE ,Inactive,
11356183,Dickson & Searing Two LLC,Legal Name,Limited Liability Company,"5419 Studeley Ave, Norfolk, VA, 23508 - 1028, USA",John  Searing ,Inactive,
11040275,"Dickson & Searing, LLC",Legal Name,Limited Liability Company,"1013 Harwich Dr, Chesapeake, VA, 23322 - 9529, USA",John  Searing ,Active,
S5429156,"Direct Kinetics, LLC",Legal Name,Limited Liability Company,"1126 Larchmont crescent, Norfolk, VA, 23508 - 0000, USA",LYUDMYLA   DEMCHYK ,Active,
11833090,"Dirt's Cards and Collectibles, LLC",Legal Name,Limited Liability Company,"6105 Hampton Blvd, Norfolk, VA, 23508, USA",Robert Andrew Aldredge ,Active,
S4637593,Dirty Divers L.L.C.,Legal Name,Limited Liability Company,"1216 W 39th St, Norfolk, VA, 23508 - 0000, USA",SARAH A.   NEIL ,Inactive,
S7375357,Dis-le Languages Solutions LLC,Legal Name,Limited Liability Company,"5215 Colley Ave, Suite 126, Norfolk, VA, 23508 - 0000, USA",KATIA MARIA   GRILLO ,Inactive,
11198234,"Discover Coastal Virginia and Associates, LLC",Legal Name,Limited Liability Company,"6132 Sylvan St, Norfolk, VA, 23508, USA",Anne  Phillips ,Active,
05124938,"DISCOVER COASTAL VIRGINIA, INC.",Legal Name,Stock Corporation,"239 Duke St, PO Box 11043, Norfolk, VA, 23510 - 0916, USA",ANNE   PHILLIPS ,Inactive,
04698064,"DISTINCTIVE INTERIORS, INC.",Legal Name,Stock Corporation,"4901 COLLEY AVENUE, NORFOLK, VA, 23508 - 2067, USA",ARTHUR F   PAPE ,Inactive,
08249989,"Diverse Buildings REI, Inc.",Legal Name,Stock Corporation,"5215 COLLEY AVENUE, SUITE 119, NORFOLK, VA, 23508 - 0000, USA","Diverse Beauty, Inc.",Inactive,
11059431,Diversified Investing and Trading LLC,Legal Name,Limited Liability Company,"4116 gosnold ave, Norfolk, VA, 23508, USA",Chase  Harrington ,Inactive,
11745908,Diversity Auto Sales and Transportation LLC,Legal Name,Limited Liability Company,"851 S Lynnhaven Rd, Virginia Beach, VA, 23452 - 1252, USA",Christian A Ortiz ,Active,
11378451,Divine Body LLC,Legal Name,Limited Liability Company,"733 Virginia Ave Apt 2, Norfolk, VA, 23508 - 2947, USA",Jordan  Booker ,Inactive,
11192420,DJ & Sonz LLC,Legal Name,Limited Liability Company,"5503 Alson Dr Apt 172D, Norfolk, VA, 23508 - 1542, USA",David  Hamilton ,Inactive,
11300238,DNP PAINTING AND PRESSURE WASHING LLC,Legal Name,Limited Liability Company,"7910 Simons Dr Apt 2, Norfolk, VA, 23505 - 2757, USA",DENIS DAGOBERTO PINEDA CASTELLANOS ,Active,
S7039532,"Do Me A Favor Norfolk, Errand Services LLC",Legal Name,Limited Liability Company,"4511 Newport Avenue, Norfolk, VA, 23508 - 0000, USA",AUDREY WESLEY   MARTIN-CROOM ,Inactive,
11296110,Doby Investments Gosnold LLC,Legal Name,Limited Liability Company,"701 W 36th St, Norfolk, VA, 23508, USA",Doby Investments West 36 LLC,Inactive,
11284595,Dogwoods LLC,Legal Name,Limited Liability Company,"643 W 34th St, Norfolk, VA, 23508 - 3141, USA",david  caraballo ,Inactive,
11336027,Don Cari Consulting LLC,Legal Name,Limited Liability Company,"435 Virginia Ave Apt 213, Norfolk, VA, 23508 - 2909, USA",Sophia  Brimm ,Inactive,
11055127,"Dona Chula, LLC",Legal Name,Limited Liability Company,"5215 Colley Ave Ste 121, Norfolk, VA, 23508 - 2166, USA",jessica  valdivia ,Inactive,
11723328,"Doula@YourCervix, llc",Legal Name,Limited Liability Company,"815 W 35th St Apt 1, Norfolk, VA, 23508 - 3050, USA",Jessica A Austin ,Active,
S1607409,"Downing Family, LLC",Legal Name,Limited Liability Company,"1206 Buckingham Ave, NORFOLK, VA, 23508 - 0000, USA",Dean  Forchas ,Active,
S5089430,"DPH AND PARTNERS, LLC",Legal Name,Limited Liability Company,"410 Delaware Avenue, Unit 301, Norfolk, VA, 23508 - 0000, USA",DENNIS MICHAEL   PEFFLEY ,Inactive,
06097026,"Dr. Diane M. Wallach, P.C.",Legal Name,Stock Corporation,"209 GRANBY STREET, NORFOLK, VA, 23510 - 0000, USA",DIANE MARIE   WALLACH ,Active,
11255298,Draped Beautyy llc,Legal Name,Limited Liability Company,"1538 w 39th st , Norfolk, VA, 23508, USA",Makyia  Owens ,Inactive,
S6385753,"DreamHome Investments, LLC",Legal Name,Limited Liability Company,"1002 Magnolia Avenue, Norfolk, VA, 23508 - 0000, USA",ROBERT   ROGERS ,Inactive,
11412912,"Drena's Catering Co, LLC",Legal Name,Limited Liability Company,"401 Granby St, 216, Norfolk, VA, 23510 - 1959, USA",WGSBG LLC,Inactive,
11294462,"Dress 2 Impress, LLC",Legal Name,Limited Liability Company,"1401 W 39th St, Norfolk, VA, 23508 - 2233, USA",Danielle   Peede ,Active,
S7067467,"DRG Consulting, LLC",Legal Name,Limited Liability Company,"1339 Westmoreland Ave, Norfolk, VA, 23508 - 0000, USA",DEBRA L.   ROWLEY-GOURLEY ,Inactive,
11041299,Driven Beast Apparel LLC ,Legal Name,Limited Liability Company,"1037 W 39th St, Norfolk, VA, 23508 - 2788, USA",Tarnika Deshae Edmunds ,Inactive,
S8307219,DSMCC LLC,Legal Name,Limited Liability Company,"1706 Bolling Avenue, Norfolk, VA, 23508 - 0000, USA",DAVID S   MCCOLLOUGH ,Inactive,
11201488,DUST 2 SHINE LLC,Legal Name,Limited Liability Company,"5215 Colley Ave Ste 114, Norfolk, VA, 23508 - 2166, USA",Arica  White ,Inactive,
S6243911,Dyan Witt Photography Studio LLC,Legal Name,Limited Liability Company,"331 W 21st St, Norfolk, VA, 23517 - 2112, USA",DYAN SHANNON   WITT ,Active,
S1758970,"Dymer Development, LLC",Legal Name,Limited Liability Company,"1411 MONTEREY AVE, NORFOLK, VA, 23508 - 0000, USA",MICHAEL FREEMAN   CUTTER ,Inactive,
S4686178,E&M MOVING LLC,Legal Name,Limited Liability Company,"534 W. 35th st, Norfolk, VA, 23508 - 0000, USA",ERIC   PAIGE ,Inactive,
04624987,E. W. Face & Son Management Corporation,Legal Name,Stock Corporation,"427 W 35th St, Norfolk, VA, 23508 - 3201, USA",BRADBURY R   FACE ,Active,
S7175955,E.M.B.NIA LLC,Legal Name,Limited Liability Company,"631 W36TH ST, NORFOLK, VA, 23508 - 0000, USA",WALLA   BALDWIN ,Inactive,
S4443646,"E.P. GUYTON, CLINICAL SOCIAL WORK CONSULTANT, PLLC",Legal Name,Limited Liability Company,"1341 SUREY CRESCENT, NORFOLK, VA, 23508 - 0000, USA",EDWARD P   GUYTON ,Inactive,
07790611,Eagle On Alliance,Legal Name,Nonstock Corporation,"1116 Hanover Ave # 2, Norfolk, VA, 23508 - 1231, USA",CAROL F   SENECHAL ,Active,
11071695,Earth Viability Center,Legal Name,Nonstock Corporation,"602 Massachusetts Ave, Norfolk, VA, 23508, USA",Barry Allen Clemson ,Active,
S5503844,Earthworks Hvac LLC,Legal Name,Limited Liability Company,"434 Virginia Ave, Norfolk, VA, 23508 - 0000, USA",THADDEUS TALAN   BURFORD ,Inactive,
S8019939,East Beach Hair LLC,Legal Name,Limited Liability Company,"7006 Porthole Pl, Suffolk, VA, 23435 - 3542, USA",STACEY LYNN   WILLIAMSON ,Inactive,
S3421858,"EAST COAST BASEBALL CAMP, L.L.C.",Legal Name,Limited Liability Company,"1139 WESTMORELAND AVE, NORFOLK, VA, 23508 - 0000, USA",LEWIS F   MONTAGUE ,Inactive,
07052756,"East Coast Truck & Auto, Inc.",Legal Name,Stock Corporation,"850 W 40TH ST., STE 101, NORFOLK, VA, 23508 - 0000, USA",BARBARA   TRAPANI ,Inactive,
08100364,"Eastern Virginia Scholastic Rowing Association, Inc.",Legal Name,Nonstock Corporation,"6011 Westwood Ter, NORFOLK, VA, 23508 - 1138, USA",James  Thomson ,Active,
S7362637,"Eastern Wind Sailing, LLC",Legal Name,Limited Liability Company,"411 New York Avenue, Norfolk, VA, 23508 - 0000, USA",BRANDON BANKS   MCCRARY ,Pending Inactive,
11702133,Eastwood Terrace Designs LLC,Legal Name,Limited Liability Company,"6009 Eastwood Ter, Norfolk, VA, 23508 - 1110, USA",Sarah  Weinberg ,Active,
S3665017,"Eastwood Terrace, LLC",Legal Name,Limited Liability Company,"6027 WESTWOOD TERRACE, NORFOLK, VA, 23508 - 0000, USA",AMY   HOOD ,Inactive,
11254583,Eat-Play-Learn Therapy LLC,Legal Name,Limited Liability Company,"1315 Cornwall Pl, Norfolk, VA, 23508 - 1152, USA",Victoria  Alloway ,Active,
S7501929,Eco Tent LLC,Legal Name,Limited Liability Company,"810 47th street, Norfolk, VA, 23508 - 0000, USA",CHIGOZIE   NZEADIGHIBE ,Inactive,
11016823,EcoCleanli LLC,Legal Name,Limited Liability Company,"1435 Cedar Ln, Norfolk, VA, 23508 - 1715, USA",Randy  Hollins ,Inactive,
11634984,Ecology LLC,Legal Name,Limited Liability Company,"5334 Edgewater Dr, Norfolk, VA, 23508, USA",John R Stokes ,Active,
11183543,"Edgewater Group, LLC",Legal Name,Limited Liability Company,"5232 Edgewater Dr, Norfolk, VA, 23508, USA",John Maddox Chandler ,Active,
S5263076,"Education and Health Consulting, LLC",Legal Name,Limited Liability Company,"616 Rhode Island Avenue, Norfolk, VA, 23508 - 0000, USA",ELIZABETH HOAG   CARHART ,Inactive,
11448913,"Edward T. Trapani, PLLC",Legal Name,Limited Liability Company,"6147 Studeley Ave, Norfolk, VA, 23508 - 1044, USA",Edward T. Trapani ,Active,
11413177,EFANT LLC,Legal Name,Limited Liability Company,"5009 Killam Ave, Norfolk, VA, 23508, USA",Alyssa  Oliphant ,Inactive,
03186103,"EJD, INC.",Legal Name,Stock Corporation,"9566 29TH BAY ST, NORFOLK, VA, 23518 - 0000, USA",E J  DOUGHTY III ,Inactive,
S8485338,Eldana LLC,Legal Name,Limited Liability Company,"873 43rd Street, Norfolk, VA, 23508 - 0000, USA",KEYA   GEMECHU ,Inactive,
S6223392,Elite Custom Cakes LLC,Legal Name,Limited Liability Company,"5215 Suite A, Colley Ave, Norfolk, VA, 23508 - 0000, USA",JOSE RIVERA   NEILSON ,Inactive,
S4653848,"Elite Therapeutic Services, LLC",Legal Name,Limited Liability Company,"5010 NEWPORT AVE, NORFOLK, VA, 23508 - 0000, USA",KIMBERLY MICHELLE   HAYWOOD ,Inactive,
07477011,ElitePro Painting & Pressure Washing Corp.,Legal Name,Stock Corporation,"1375 KINGSTON AVE APT1, NORFOLK, VA, 23503 - 0000, USA",DARRYLE POLLARD   EARL ,Inactive,
11307678,"Elizabeth Haley Productions, Inc.",Legal Name,Stock Corporation,"706 W 28th ST, Norfolk, VA, 23508, USA",Haley  Gross de Jimenez ,Inactive,
11249975,"Elizabeth River Holdings, LLC",Legal Name,Limited Liability Company,"1055 Hanover Ave, Norfolk, VA, 23508 - 1258, USA",Nathaniel Grayson Kinnison ,Inactive,
11249413,"Elizabeth River Rentals, LLC",Legal Name,Limited Liability Company,"1055 Hanover Ave, Norfolk, VA, 23508 - 1258, USA",Nathaniel Grayson Kinnison ,Inactive,
08032427,Elizabeth River Trail inc.,Legal Name,Stock Corporation,"501 WEST 35TH STREET, NORFOLK, VA, 23508 - 0000, USA",ECOCYCLING INC.,Inactive,
11270929,Ellis Home Improvement LLC,Legal Name,Limited Liability Company,"4510 Newport Ave, Norfolk, VA, 23508, USA",Christopher J Ellis ,Inactive,
11757268,Empire Development LLC,Legal Name,Limited Liability Company,"1129 Rugby St , Norfolk, VA, 23504, USA",Terrell  Davis ,Active,
11397749,"Empower Executive Suites, LLC",Legal Name,Limited Liability Company,"420 New York Ave, Norfolk, VA, 23508, USA",Fallon  Smith ,Inactive,
11492266,"Empower Foundation, Inc.",Legal Name,Nonstock Corporation,"6371 Center Dr Ste 100, Norfolk, VA, 23502 - 4143, USA",Fallon  Smith ,Inactive,
11497888,EmPowers-Tutt Limited Liability Company,Legal Name,Limited Liability Company,"1300 Bolling Ave, Norfolk, VA, 23508, USA",Maranatha  Powers-Tutt ,Inactive,
11478307,Enchantalot LLC,Legal Name,Limited Liability Company,"1433 Brunswick Ave, Norfolk, VA, 23508 - 1308, USA",Olivia   Greco ,Active,
11331712,"Encore Realty Group, LLC",Legal Name,Limited Liability Company,"5239 Studeley Ave, Norfolk, VA, 23508, USA",Joan E Pleisse-Redfearn ,Inactive,
11059147,"End State, LLC",Legal Name,Limited Liability Company,"742 W Princess Anne Rd Unit 402, Norfolk, VA, 23517 - 1839, USA",Nicholas R Moilanen ,Inactive,
S4538742,Endlessfeast LLC,Legal Name,Limited Liability Company,"310 W 28TH ST, NORFOLK, VA, 23508 - 0000, USA",NORMAN   GOODMAN ,Inactive,
11263616,Enfitness Training LLC,Legal Name,Limited Liability Company,"1434 W 26TH ST, Norfolk, VA, 23508, USA",Michico  Thomas ,Inactive,
11774208,Entre Mate y Tequila LLC,Legal Name,Limited Liability Company,"718 Connecticut Ave, Norfolk, VA, 23508, USA",Patricia Lerma Bracknell ,Active,
11657430,"EOP, Inc.",Legal Name,Stock Corporation,"1225 W 26th St, Norfolk, VA, 23508 - 2407, USA",William E Dashiell ,Pending Inactive,
05072103,"EOP, Inc.",Legal Name,Stock Corporation,"1225 WEST 26TH STREET, NORFOLK, VA, 23505 - 0000, USA",WILLIAM E   DASHIELL ,Inactive,
S1498981,"EOP-2, LLC",Legal Name,Limited Liability Company,"1225 W 26th St, Norfolk, VA, 23508 - 2407, USA",WILLIAM E   DASHIELL ,Active,
S2237123,"EOP-3, LLC",Legal Name,Limited Liability Company,"1225 W 26th St, Norfolk, VA, 23508 - 2407, USA",WILLIAM E   DASHIELL ,Active,
S6592218,EPIC THERAPY LC,Legal Name,Limited Liability Company,"4115 Colonial Avenue, Norfolk, VA, 23508 - 0000, USA",C   BRIDGEMAN ,Inactive,
S6391611,EQUAL SPACES LLC,Legal Name,Limited Liability Company,"4115 COLONIAL AVE, NORFOLK, VA, 23508 - 0000, USA",CHRISTOPHER   BRIDGEMAN ,Inactive,
11026502,Equipoise Center on Domestic Violence LLC,Legal Name,Limited Liability Company,"431 W 30th St, Norfolk, VA, 23508, USA",Larissa  Sutherland ,Active,
11655357,Erb Farms LLC,Legal Name,Limited Liability Company,"3313 S Military Hwy, Chesapeake, VA, 23323 - 0000, USA",Igor A Vaserfirer ,Active,
S5624814,"Erb Realty, LLC",Legal Name,Limited Liability Company,"3313 S. MILITARY HIGHWAY, CHESAPEAKE, VA, 23323 - 0000, USA",Igor A Vaserfirer ,Active,
11675579,Erotique Femme LLC,Legal Name,Limited Liability Company,"1330 W 26th St, Norfolk, VA, 23508, USA",Marnema  Lumpkin ,Active,
S4089753,"ESCO Consulting, LLC",Legal Name,Limited Liability Company,"1049 N. Lexan Crescent Rd., Norfolk, VA, 23508 - 0000, USA",NESTOR   ESCOBALES ,Inactive,
S6822011,"ESSENTIAL WELLNESS, LLC",Legal Name,Limited Liability Company,"1120 HANOVER AVE, NORFOLK, VA, 23508, USA",JANICE WICKS   LANDFAIR ,Active,
S5666237,ESTA Art Gallery LLC,Legal Name,Limited Liability Company,"534 W.35'th Street, Norfolk, VA, 23508 - 0000, USA",SARAH NATALIE   JORDAN ,Inactive,
05573852,Establishing God's Peace,Legal Name,Nonstock Corporation,"1030 CAMBRIDGE CRES, NORFOLK, VA, 23508 - 0000, USA",VERNA   MCCRILLIS ,Active,
11603654,Estate Investments LLC,Legal Name,Limited Liability Company,"854 48th St, Norfolk, VA, 23508 - 2016, USA",Devante  Batts ,Active,
11436470,"Esthetically Pleasing, LLC",Legal Name,Limited Liability Company,"535 W 36th St Unit 205, Norfolk, VA, 23508, USA",Naeemah  James ,Inactive,
11210072,ESW YOUTH & FAMILY SERVICES LLC,Legal Name,Limited Liability Company,"722 W 37th St, Norfolk, VA, 23508, USA",ELISABETH  WIGGINS ,Inactive,
05258652,ETA CHI Property Association,Legal Name,Nonstock Corporation,"924 Larchmont Cres, NORFOLK, VA, 23508 - 1434, USA",DARDEN W  JONES JR ,Active,
11318241,Ever 4Saken LLC,Legal Name,Limited Liability Company,"424 W 34TH ST, Norfolk, VA, 23508, USA",MELISSA  WILKERSON-JONES ,Inactive,
S6158127,"Evergreen Automotive, LLC",Legal Name,Limited Liability Company,"427 West 35th Street, Norfolk, VA, 23508 - 0000, USA",BRADBURY ROBINSON   FACE ,Active,
S8351142,Evergreen Eagle LLC,Legal Name,Limited Liability Company,"427 W. 35th Street, Norfolk, VA, 23508 - 0000, USA",BRADBURY R   FACE ,Active,
S6168308,"Evergreen Mobile Devices, LLC",Legal Name,Limited Liability Company,"427 W 35th Street, Norfolk, VA, 23508 - 0000, USA",BRADBURY ROBINSON   FACE ,Active,
S7136742,"Evergreen Technologies, LLC",Legal Name,Limited Liability Company,"427 W. 35th Street, Norfolk, VA, 23508 - 0000, USA",BRADBURY R.   FACE ,Active,
S7490321,"EverTrack Luggage Technologies, LLC",Legal Name,Limited Liability Company,"427 W. 35th Street, Norfolk, VA, 23508 - 0000, USA",BRADBURY R.   FACE ,Active,
S7663422,Everything Diesel LLC,Legal Name,Limited Liability Company,"850 W 40th Street, Norfolk, VA, 23508 - 0000, USA",IVAN   BYK ,Inactive,
S8326458,Evidence Based Training Systems LLC,Legal Name,Limited Liability Company,"814 w.47th st apt b, norfolk, VA, 23508 - 0000, USA",CALEB   VIAU ,Inactive,
11831661,"EW, LLC",Legal Name,Limited Liability Company,"6411 Powhatan Ave, Norfolk, VA, 23508, USA",Emily  Fitch ,Active,
S8386486,EXCEL LIMITED LC,Legal Name,Limited Liability Company,"816 W. 40TH ST, NORFOLK, VA, 23508 - 0000, USA",DENNIS   BOYD ,Active,
S7784269,EXCELLENT HOME CARE LLC,Legal Name,Limited Liability Company,"5215 COLLEY AVENUE, SUITE 105, NORFOLK, VA, 23508 - 0000, USA",PATRICIA   SNOW ,Inactive,
11803594,excellent home health care llc,Legal Name,Limited Liability Company,"529 E Mercury Blvd, Hampton, VA, 23663, USA",patricia  snow ,Active,
11523830,Exceptional Services LLC,Legal Name,Limited Liability Company,"436 Connecticut Ave Apt 1, Norfolk, VA, 23508 - 2704, USA",Cecelia   Porrata  ,Active,
11198339,Exotic Kais llc,Legal Name,Limited Liability Company,"3419 Virginia Beach Blvd Ste 5014, Virginia Beach, VA, 23452 - 4419, USA",   ,Inactive,
11183985,Express Automotive LLC,Legal Name,Limited Liability Company,"1049 49th St Apt 205, Norfolk, VA, 23508 - 1969, USA",Andrew  Dionne ,Inactive,
11362773,Ezra's House Properties LLC,Legal Name,Limited Liability Company,"317 W 38th St, Norfolk, VA, 23508 - 3253, USA",Yasmine Y Lopez ,Inactive,
03096161,"FACE CONSTRUCTION TECHNOLOGIES, INC.",Legal Name,Stock Corporation,"427 W 35TH ST, NORFOLK, VA, 23508 - 0000, USA",BRADBURY R   FACE ,Active,
S0206617,"FACE ELECTRONICS, LC",Legal Name,Limited Liability Company,"437 WEST 35TH STREET, NORFOLK, VA, 23507 - 0000, USA",BRADBURY R   FACE ,Active,
S6375317,"Face Fluid Treatment Technologies, LLC",Legal Name,Limited Liability Company,"427 W. 35th Street, Norfolk, VA, 23508 - 0000, USA",BRADBURY R.   FACE ,Active,
04020277,Face International Corporation,Legal Name,Stock Corporation,"427 W 35th St, Norfolk, VA, 23508 - 3201, USA",BRADBURY R   FACE ,Active,
07568660,Face Piezo Corporation,Legal Name,Stock Corporation,"427 WEST 35TH STREET, NORFOLK, VA, 23508 - 0000, USA",BRADBURY ROBINSON   FACE ,Inactive,
S4771582,Face Piezo LLC,Legal Name,Limited Liability Company,"427 W 35TH STREET, NORFOLK, VA, 23508 - 0000, USA",BRADBURY ROBINSON   FACE ,Active,
S5926656,"Face X, LLC",Legal Name,Limited Liability Company,"427 West 35th Street, Norfolk, VA, 23508 - 0000, USA",BRADBURY ROBINSON   FACE ,Active,
S0191496,"FAIRFAX, L.L.C.",Legal Name,Limited Liability Company,"1501 POWHATAN COURT, NORFOLK, VA, 23508 - 0000, USA",J RANDOLPH   STOKES ,Active,
S8567242,"Fairwater Properties, LLC",Legal Name,Limited Liability Company,"1351 Sussex Place, Norfolk, VA, 23508 - 0000, USA",KEVIN   FELTS ,Active,
S6935144,"Fairwater Solutions, LLC",Legal Name,Limited Liability Company,"1215 N Fairwater Drive, Norfolk, VA, 23508 - 0000, USA",KENNETH THOMAS   CASON ,Inactive,
11372636,Faith Anointed Deliverance Church,Legal Name,Nonstock Corporation,"1301 Adair Dr , Virginia Beach, VA, 23456, USA",Katren  Hamilton ,Active,
11062360,Faith Investment Property LLC,Legal Name,Limited Liability Company,"284 Webster Ave, Portsmouth, VA, 23704 - 2251, USA",Julius  Burchette ,Inactive,
S7068408,Faith n hands home care agency llc,Legal Name,Limited Liability Company,"5717 Earnhardt St, VA Beach, VA, 23464 - 0000, USA",SHONICA   HAWKINS ,Inactive,
S4128973,"Family Mediation Group of Virginia, LLC",Legal Name,Limited Liability Company,"4509 Colley Avenue, Norfolk, VA, 23508 - 0000, USA",TAZEWELL   HUBARD ,Inactive,
S0619975,"FANDOR, LC",Legal Name,Limited Liability Company,"3515 COLONIAL AVE, NORFOLK, VA, 23510 - 0000, USA",WILLIAM T   DORSON ,Inactive,
11248125,Farr Eassttt LLC,Legal Name,Limited Liability Company,"618 Georgia Ave, Norfolk, VA, 23508 - 2912, USA",Christopher Chase Washington ,Inactive,
11563610,FaSho LLC,Legal Name,Limited Liability Company,"1427 W 40th St, Norfolk, VA, 23508 - 2237, USA",Lavdjola  Farrington ,Inactive,
11226827,Faso Dias Viim Assurance (FA.DI.VI),Legal Name,Nonstock Corporation,"1616 W Little Creek Rd Apt 204, Norfolk, VA, 23505, USA",Kouliga  Koala ,Active,
11484407,FC Hospitality Group LLC,Legal Name,Limited Liability Company,"145 17th St Apt 2, Brooklyn, NY, 11215, USA",Daniel  Widener ,Inactive,
S3900729,"Feathers and Fur Wildlife Rescue and Sanctuary, LLC",Legal Name,Limited Liability Company,"787 W. 49th Street, Norfolk, VA, 23508 - 0000, USA",KATHRYN M.   VOGLE ,Inactive,
11324760,"Fellini's, LLC",Legal Name,Limited Liability Company,"3910 Colley Ave, Norfolk, VA, 23508 - 2627, USA",Donna  McCullough ,Active,
11035788,feroniart llc,Legal Name,Limited Liability Company,"535 Rhode Island Ave Apt 3, Norfolk, VA, 23508 - 2150, USA",Nurefsan  Ugurlu ,Inactive,
06255236,"Fiction Design, Inc.",Legal Name,Stock Corporation,"1102 BUCKINGHAM AVENUE, NORFOLK, VA, 23508 - 0000, USA",JEFFREY   SADLER ,Active,
11420741,Fight It Out! Gaming LLC,Legal Name,Limited Liability Company,"4617 Colley Ave Apt 12, Norfolk, VA, 23508 - 2073, USA",Jamal Sefu Thomas ,Inactive,
11153533,"Fin Land, LLC",Legal Name,Limited Liability Company,"999 Kenyon Rd, Suffolk, VA, 23434 - 6751, USA","Igor A Vaserfirer, Esq ",Active,
11634975,FinRes LLC,Legal Name,Limited Liability Company,"5334 Edgewater Dr, Norfolk, VA, 23508 - 1324, USA",John R Stokes ,Active,
11804649,First In Last Out Foundation,Legal Name,Nonstock Corporation,"1920 Centerville Tpke Ste 124, Virginia Beach, VA, 23464 - 6859, USA",Igor A Vaserfirer ,Active,
11351299,Five Thousand LLC,Legal Name,Limited Liability Company,"923 Jamestown Cres, Norfolk, VA, 23508 - 1432, USA",Charles Patrick  Rockey ,Active,
11227018,Fizz & Flutes Co LLC,Legal Name,Limited Liability Company,"6237 Rolfe Ave, Norfolk, VA, 23508 - 1051, USA",Erica f hardcastle ,Inactive,
S1771775,"FleischerFoto, LLC",Legal Name,Limited Liability Company,"1111 HANOVER AVE, NORFOLK, VA, 23508 - 0000, USA",S RICHELLE   MENKE-FLEISCHER ,Inactive,
11116398,FLOW HVAC LLC,Legal Name,Limited Liability Company,"1301 Adair Dr , Virginia Beach, VA, 23456, USA",Katren  Hamilton ,Active,
11626691,FM Creative LLC,Legal Name,Limited Liability Company,"1146 Manchester Ave, Norfolk, VA, 23508 - 1245, USA",Emily F Morgan ,Active,
11344532,FocusEatWell LLC,Legal Name,Limited Liability Company,"5905 hampton blvd, Norfolk, VA, 23508, USA",Daniel  Green ,Inactive,
11792299,Folio and Foliage LLC,Legal Name,Limited Liability Company,"2301 Colley Ave #6101, Norfolk, VA, 23517, USA",Alicia  Tetteh ,Active,
